#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 1.6521 1 1.33423 1 1 0.466308 7 0 144.35
1 1.24518 1.2 3.69931 2 2 0.130018 17 0 96.7159
2 0.394841 1.84615 7.6574 2 3 0.0399368 25 0 97.397
3 1.94414 1.38889 5.9764 1 5 0.033279 42 0 97.9303
4 1.48109 1.54545 2.91989 2 8 0.316869 68 0 100.175
5 0.495369 2.3 2.35196 3 12 0.102483 153 0 104.176
6 0.72051 1.88889 2.18714 2 18 0.0940745 140 0 107.971
7 0.648924 1.65 0.870865 2 27 0.165994 276 58 113.903
8 0.740162 1.9 0.43156 2 26 0.623569 62 42 111.747
9 0.736364 1.90909 0.817707 2 13 0.410682 78 14 105.289
10 0.787156 1.9 1.09695 2 11 0.0708934 87 5 103.426
11 0.62018 1.90909 0.8887 2 14 0.15378 90 26 105.36
12 0.627001 1.85714 1.52125 2 14 0.0955238 111 13 105.564
13 0.639487 1 0.681848 2 21 0.350924 96 25 109.232
14 0.492799 1 0.36249 2 15 0.674057 35 10 104.735
15 0.867262 1.25 0.577615 1 8 0.588862 83 5 99.5109
16 1.36262 1 1.39559 1 5 0.232009 45 0 98.2641
17 0.70569 1.27273 1.24582 2 8 0.271552 69 0 100.799
18 0.900093 1.38889 0.95034 2 11 0.279382 89 6 102.518
19 0.591233 1.90909 1.23964 2 12 0.263977 98 12 103.779
20 0.786308 1.8 0.660428 2 17 0.437875 112 38 106.443
21 0.945078 1.90909 1.11476 2 12 0.472984 57 4 103.977
22 0.802549 2 1.69297 2 15 0.156846 81 3 106.279
23 0.405538 2 0.948126 2 23 0.166579 142 31 112.078
24 1.14408 1.45 0.687526 1 24 0.276838 98 12 111.15
25 0.481127 2 0.431717 2 21 0.647208 93 52 108.61
26 2.07936 1.44444 0.418768 1 11 0.858422 35 6 101.625
27 1.03867 1.4 1.13763 2 8 0.278702 62 0 101.032
28 0.500932 1.65 2.28481 2 10 0.0292452 86 0 102.309
29 1.17052 1.27273 0.895241 1 15 0.27082 129 26 104.933
30 0.445296 2 0.649059 2 17 0.319746 102 24 106.196
31 0.940051 1.33333 0.568298 1 12 0.525339 93 21 102.361
32 2.62458 1 0.178929 1 8 0.817549 5 1 99.5813
33 1.0526 1.1 0.320377 2 6 0.833325 27 0 98.7788
34 0.792301 1 4.62787 2 4 0.137624 24 0 98.2409
35 0.335294 2 10.4865 2 6 0.132897 28 0 99.1023
36 2.64505 1 8.42877 1 9 0.350662 32 0 100.205
37 1.2924 1.2 1.78166 2 14 0.420058 131 0 104.5
38 0.5198 1.72222 1.62415 2 21 0.204247 209 0 109.695
39 1.05747 1.1 0.700154 1 32 0.332639 178 39 115.798
40 0.797668 1 0.279635 1 28 0.774151 36 11 112.273
41 1.03751 1 0.322293 1 14 0.782174 48 14 102.992
42 2.33723 1 0.356313 1 8 0.558859 28 0 99.4805
43 1.29953 1.2 0.349168 2 6 0.934186 26 0 98.6342
44 0.855252 2.36364 9.89844 3 4 0.129665 20 0 98.809
45 0.271871 3 11.4276 3 6 0.153411 30 0 99.5539
46 0.635625 2.72727 5.36908 2 9 0.0628533 89 0 101.232
47 0.680802 1.95238 3.81973 2 14 0.0662926 154 0 105.202
48 0.778992 2 2.64713 2 21 0.321729 181 0 109.291
49 0.747835 2 1.66914 2 32 0.290331 247 0 117
50 0.748865 2 0.864478 2 48 0.288096 262 71 130.279
51 0.632849 2 0.608053 2 45 0.358073 76 54 127.301
52 0.982046 2 0.535716 2 29 0.556774 63 47 115.434
53 1.15395 2 0.710215 2 19 0.419122 53 42 108.451
54 0.84158 2.90909 3.05788 3 17 0.266554 74 3 108.371
55 0.512314 3 1.83316 3 26 0.285036 155 2 113.844
56 1.10546 2.36364 0.894577 2 39 0.208184 169 145 124.278
57 0.581124 2.90909 0.708831 3 43 0.311657 83 86 125.916
58 1.08173 2.7 0.662544 2 33 0.459529 67 68 120.026
59 1.01926 2 0.689062 2 28 0.39593 66 47 114.352
60 0.829515 2 1.25492 2 23 0.245071 104 47 112.12
61 1.00439 2 0.840284 2 33 0.407339 86 70 117.618
62 1.13762 2 0.660405 2 32 0.431954 69 53 116.945
63 0.647623 2.8 0.804628 3 28 0.308105 90 52 115.387
64 0.372206 3 0.882669 3 24 0.312935 104 62 113.288
65 0.321493 2.45 1.02353 2 23 0.139896 150 79 111.663
66 2.17561 1.22222 0.221928 1 27 0.770925 21 13 110.708
67 1.94965 1.54545 0.306135 2 20 0.760671 33 12 107.435
68 1.21333 2.45455 1.09247 3 15 0.535416 76 15 105.594
69 0.1392 3.36364 1.35554 4 20 0.0557749 225 0 110.971
70 0.410421 3.63636 0.563137 2 30 0.455864 148 141 114.561
