#second results avg_latency(ms)
0 0 0
1 0 0
2 0 0
3 1 3168.55
4 1 4793.26
5 0 0
6 0 0
7 2 7131.51
8 0 0
9 1 8472.74
10 1 9369.33
11 8 9661.06
12 2 10017.9
13 1 10784.1
14 0 0
15 1 12254.4
16 1 13050.7
17 0 0
18 5 14153.5
19 1 14551.8
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 1 20557.9
26 14 20119.9
27 0 0
28 0 0
29 26 19170.6
30 1 17036.9
31 0 0
32 8 18877
33 0 0
34 9 19055.3
35 19 17042
36 0 0
37 1 16813
38 11 16897.6
39 1 16874.2
40 44 13372.1
41 4 9311.89
42 0 0
43 1 10722
44 0 0
45 2 12551.9
46 4 12786.7
47 0 0
48 6 13898.5
49 20 12745.8
50 4 11282
51 0 0
52 0 0
53 0 0
54 0 0
55 0 0
56 1 16422.1
57 0 0
58 2 18018
59 2 19010.5
60 58 13808
61 1 8707.66
62 0 0
63 8 9728.15
64 3 10236.9
65 34 6869.9
66 0 0
67 1 5624.26
68 0 0
69 1 7252.02
70 1 7992.38
71 1 8902.6
72 0 0
73 0 0
74 23 9432.17
75 2 8278.36
76 1 9034.04
77 0 0
78 1 10344.7
79 20 9608.11
80 1 7925.14
81 14 7788.55
82 1 7184.65
83 0 0
84 0 0
85 1 9819.33
86 2 10824.1
87 20 9289.36
88 0 0
89 1 9478.51
90 17 9031.29
91 0 0
92 1 8923.11
93 21 8078.11
94 2 6099.72
95 0 0
96 2 8113.09
97 0 0
98 16 8411.12
99 13 6152.66
100 0 0
101 0 0
102 22 5606.62
103 0 0
104 0 0
105 13 5057.59
106 6 4356.68
107 3 4771.36
108 2 5555.34
109 8 4744.17
110 0 0
111 1 6549.49
112 0 0
113 2 7892
114 5 7820.92
115 20 6298.35
116 0 0
117 0 0
118 1 7828.02
119 1 8501.45
120 0 0
121 1 10466
122 0 0
123 35 8096.93
124 2 5734.73
125 1 6870.41
126 14 6393.78
127 3 5196.63
128 3 5570.51
129 14 5424.46
130 7 3861.74
131 1 4015.37
132 0 0
133 0 0
134 1 6614.38
135 0 0
136 2 8449.06
137 7 9248
138 1 9386.76
139 5 9615.96
140 1 10071.4
141 0 0
142 33 8249.62
143 0 0
144 0 0
145 25 5707.77
146 0 0
147 3 4873.16
148 2 5328.14
149 6 5129.03
150 2 5738.88
151 2 6552.65
152 4 6741.13
153 0 0
154 1 7744.67
155 20 6884.15
156 6 5280.1
157 10 5215.64
158 0 0
159 1 5835.14
160 17 5162.61
161 1 3897.66
162 1 5328.18
163 8 5085.91
164 4 4836.07
165 0 0
166 3 6322.88
167 19 4741.63
168 1 3773.46
169 1 4932.03
170 1 5696.67
171 11 5671.98
172 0 0
173 0 0
174 1 7062.57
175 0 0
176 21 6649.36
177 7 4969.24
178 9 4283.52
179 2 4874.88
180 6 4935.79
181 4 4893.02
182 1 5180.89
183 0 0
184 1 7008.06
185 8 7029.1
186 11 6049.53
187 1 5723.52
188 7 6215.73
189 1 6610.6
190 0 0
191 3 7577.28
192 0 0
193 23 6975.34
194 1 5759.24
195 13 6009.59
196 1 5586.84
197 0 0
198 1 6890.28
199 0 0
200 17 7091.3
201 0 0
202 12 5910.67
203 2 5848.67
204 6 6235.04
205 7 5519.84
206 0 0
207 1 6798.85
208 0 0
209 14 7424.77
210 2 7233.35
211 11 6166.17
212 12 5336.05
213 2 5005.1
214 1 6074.97
215 0 0
216 3 7399.82
217 9 7071.85
218 0 0
219 19 6446.29
220 2 4957.13
221 1 5813.69
222 9 6110.48
223 0 0
224 6 5997.88
225 3 6326.18
226 10 5807.79
227 1 5829.2
228 8 6544.69
229 1 6580
230 10 6078.63
231 2 5742.1
232 1 7066.58
233 11 6402.27
234 0 0
235 2 7110.74
236 1 7791.47
237 14 7454.94
238 1 6693.59
239 1 7282.01
240 24 6324.99
241 3 4538.22
242 0 0
243 0 0
244 13 5432.55
245 3 5432.27
246 14 4254.47
247 1 4160.13
248 9 4335.94
249 0 0
250 3 5135.89
251 1 5043.59
252 14 4811.74
253 1 4490.36
254 1 4845.81
255 0 0
256 1 6738.07
257 14 6419.54
258 4 5627.92
259 1 5752.53
260 14 5229.93
261 1 5681.27
262 2 5868.04
263 0 0
264 7 6679.65
265 0 0
266 0 0
267 20 6922.24
268 12 5104.9
269 1 4815.12
270 2 5686.73
271 0 0
272 12 5721.79
273 0 0
274 1 6885.31
275 0 0
276 2 8756.5
277 0 0
278 0 0
279 36 7468.32
280 3 4479.22
281 0 0
282 0 0
283 1 7666.84
284 3 8140.26
285 12 7599.54
286 0 0
287 2 8399.5
288 1 8632.99
289 1 10014.5
290 34 6989.97
291 0 0
292 0 0
293 0 0
294 0 0
295 1 8361.76
296 0 0
297 2 10662.9
298 0 0
299 0 0
300 0 0
301 0 0
302 1 15322
303 1 15751.4
304 0 0
305 7 17220
306 9 16555.2
307 0 0
308 14 16455.5
309 21 13404.1
310 0 0
311 1 13299.7
312 1 14334.6
313 2 14783.9
314 0 0
315 0 0
316 49 12451.8
317 1 9008.38
318 2 9722.87
319 0 0
320 0 0
321 1 12461.3
322 0 0
323 0 0
324 0 0
325 5 15507.1
326 3 15452.2
327 8 16083.9
328 1 16009.5
329 0 0
330 0 0
331 0 0
332 1 19465.4
333 1 20872.4
334 1 21326.9
335 10 20968.3
336 1 21382.8
337 0 0
338 0 0
339 0 0
340 0 0
341 1 25557.1
342 0 0
343 1 27923.2
344 0 0
345 0 0
346 72 23469.1
