#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 8.16523 1 0 1 1 1 0 0 129.764
1 6.48175 1.25 6.9792e-05 2 1 0.99993 6 0 96.1187
2 4.70595 1.30769 0.24943 3 1 0.787985 18 0 96.7038
3 2.29301 2.16667 23.4036 5 1 0.0111151 3 0 98.2052
4 3.33662 2.61538 26.6356 6 2 0.114391 6 0 99.5136
5 2.32497 3.83333 29.7353 8 3 0.196787 9 0 101.797
6 1.22165 3.07692 25.5186 10 5 0.13429 21 0 104.684
7 0.803504 7.5 45.6326 12 8 0.177879 27 0 107.781
8 0.279001 8.30769 36.8139 11 12 0.0954955 49 0 109.539
9 0.512894 4 31.0769 6 18 0.14686 63 0 111.012
10 1.82416 3.15385 16.2427 3 27 0.157683 121 0 115.452
11 1.41046 3.5 11.0531 4 41 0.159307 184 0 127.986
12 0.937115 3.92308 4.47583 4 55 0.0580339 486 0 139.961
13 1.18981 3.25 4.58731 3 56 0.0735644 396 0 140.332
14 1.06257 3 4.69968 3 56 0.0646424 339 0 140.307
15 1.67058 2.16667 3.79532 2 57 0.0660087 373 0 140.407
16 1.48694 2 3.5353 2 57 0.0469835 328 0 140.151
17 2.48608 2 3.15846 2 57 0.0800115 277 0 140.227
18 4.57659 2 2.54172 2 57 0.0580126 266 0 140.408
19 3.21162 2 1.65112 2 57 0.0710571 270 0 140.256
20 2.72006 2 0.894337 2 57 0.138624 169 91 139.475
21 1.34385 2 0.532363 2 57 0.474054 56 18 134.578
22 2.07948 2 0.5226 2 45 0.709512 33 19 124.914
23 7.12297 1.5 0.451662 3 35 0.801022 30 10 118.343
24 2.48533 2.07692 0.493847 5 26 0.64949 60 27 115.067
25 0.749661 3.33333 2.64907 8 20 0.239693 122 2 114.765
26 0.957571 3.23077 2.64794 6 30 0.0927223 187 0 119.962
27 1.41409 3 1.5573 6 45 0.0654772 300 9 132.906
28 0.911069 3.53846 1.2581 6 53 0.108291 207 112 139.69
29 1.85236 2.5 1.04765 4 55 0.112163 167 139 139.673
30 1.60667 2 0.77093 4 55 0.277425 134 89 137.754
31 1.19886 4 0.618054 4 54 0.480167 59 24 133.669
32 3.22214 3.69231 0.600706 5 46 0.565206 109 65 129.458
33 1.36089 3.75 1.13046 8 40 0.112105 205 124 129.888
34 0.515341 6.46154 1.57954 10 49 0.0933528 412 97 138.823
35 1.00226 4 1.01411 4 55 0.108724 232 285 139.493
36 0.76353 3 0.819346 4 55 0.223274 119 125 137.216
37 0.676233 3.92308 0.731756 4 49 0.315623 95 144 132.29
38 0.516304 4 0.788935 4 38 0.34728 104 179 124.19
39 1.46783 2.5 0.631351 2 33 0.409311 69 64 117.916
40 1.65646 2.84615 0.679639 3 30 0.503985 61 39 115.616
41 0.896333 4.61538 1.35776 5 29 0.360029 153 82 117.656
42 0.397944 5 0.922529 5 44 0.168912 152 313 129.635
43 1.5123 3.30769 0.667322 3 45 0.397409 66 70 127.141
44 0.856462 4.58333 0.914808 5 43 0.262825 126 212 129.139
45 0.358612 6 1.02803 6 44 0.124859 118 272 130.995
46 1.05854 3.58333 0.613008 3 51 0.463938 90 108 132.076
47 0.542108 3.92308 0.929766 4 40 0.202201 106 182 126.06
48 2.00849 2.33333 0.482235 2 42 0.556674 61 38 124.106
49 2.05722 2.84615 0.464781 3 32 0.655327 48 15 116.686
50 1.11698 3.16667 1.33631 5 24 0.252152 130 35 113.842
51 0.49239 5.76923 1.65564 6 36 0.110365 272 69 125.197
