#second results avg_latency(ms)
0 0 0
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 1 6377.8
7 1 7281.57
8 0 0
9 1 8860.35
10 2 9768.45
11 0 0
12 1 11408.3
13 3 11777
14 1 12526.2
15 0 0
16 6 13694.2
17 1 13899.5
18 1 15023.5
19 2 16011.1
20 8 15888.4
21 1 16165.7
22 1 16953.5
23 9 16985.5
24 2 16711.8
25 2 17422.3
26 12 16579.3
27 8 16050.8
28 4 15662.1
29 1 16275.9
30 15 15616.9
31 21 12791.5
32 0 0
33 24 10238.2
34 15 7661.6
35 7 5860.53
36 2 6295.99
37 2 7032.14
38 8 7210.99
39 3 6990.54
40 3 7512.03
41 4 7812.29
42 2 8142.01
43 1 8314.46
44 2 9238.14
45 1 10322.7
46 1 10624.4
47 15 10317
48 19 7783.04
49 6 6304.46
50 16 5197.2
51 5 4029.19
52 3 4306.08
53 1 4793.84
54 5 5297.51
55 2 5454.98
56 4 5953.11
57 4 5970.46
58 5 6287.71
59 15 5493.57
60 6 4100.86
61 7 4056.01
62 4 3752.63
63 3 4315.03
64 3 4352.73
65 3 4970.03
66 1 5155.95
67 7 5775.74
68 4 5333.2
69 4 5767.61
70 17 5012.84
71 5 3410.56
72 3 3634.26
73 1 4559.84
74 4 4822.25
75 4 4749.81
76 5 5098.42
77 4 4983.11
78 5 5201.79
79 11 4725.78
80 9 3736.24
81 2 3486.42
82 5 3806.1
83 2 4294.88
84 2 4745.32
85 2 5353.37
86 7 5574.44
87 9 4918.79
88 2 4999.47
89 1 5349.32
90 2 5856.21
91 18 5132.12
92 2 4290.64
93 8 4108.25
94 5 3844.35
95 3 4034.26
96 10 3757.04
97 3 3597.32
98 3 3868.68
99 2 4360.72
100 1 5270.67
101 1 6196.77
102 11 5802.08
103 3 5287.07
104 1 5764.16
105 6 5887.49
106 12 5091.6
107 3 4772.32
108 11 4261.75
109 5 4067.2
110 5 3776.55
111 5 3810.4
112 5 3950.82
113 3 3822.67
114 7 4085.92
115 4 3949.23
116 3 4169.61
117 5 4469.03
118 8 4095.47
119 4 4016.36
120 3 4206.07
121 4 4624.75
122 5 4845.17
123 6 4649.71
124 4 4689.5
125 8 4654.55
126 3 4309.91
127 5 4786.08
128 7 4363.54
129 2 4483.3
130 3 5045.04
131 8 4808.46
132 6 4666.96
133 2 4406.15
134 9 4314.87
135 7 4196.94
136 5 3764.66
137 5 3686.23
138 3 3883.47
139 2 4437.36
140 6 4632.93
141 5 4469.64
142 5 4443.25
143 8 4133.83
144 5 3917.24
145 3 3855.38
146 4 4382.97
147 2 4517.99
148 2 5179.38
149 8 5676.95
150 6 5008.98
151 2 5053.14
152 10 5184.74
153 8 4107.66
154 6 3810.25
155 4 3778.14
156 2 4193.06
157 3 4704.56
158 2 4944.65
159 9 4916.48
160 11 4266.33
161 5 3752.64
162 1 3796.08
163 2 4577.05
164 8 4759.47
165 3 4513.22
166 4 4649.29
167 9 4520.1
168 3 4264.34
169 4 4668.8
170 4 4687.05
171 6 4913.85
172 7 4395.86
173 2 4147.32
174 9 4886.48
175 5 4041.14
176 8 3792.73
177 3 4044.74
178 2 4340.23
179 2 4551.01
180 6 5166.89
181 7 4925.97
182 6 4481.99
183 4 4413.93
184 6 4511.79
185 6 4272.68
186 3 4114.86
187 3 4520.37
188 4 4791.68
189 11 4493.21
190 5 3645
191 8 3661.89
192 1 3400.85
193 4 4141.66
194 3 4583.36
195 4 4598.92
196 3 4855.71
197 3 5182.17
198 11 4806.85
199 4 4663.17
200 9 4188.44
201 3 4036.43
202 4 4604.96
203 3 4620.93
204 10 4514.99
205 3 4133.32
206 8 3884.83
207 4 3913.78
208 6 3845.32
209 5 3619.44
210 2 3856.3
211 4 4422.6
212 4 4513.16
213 5 4823.52
214 6 4789.07
215 4 4480.85
216 8 4424.77
217 6 4157.47
218 3 4066.88
219 2 4628.35
220 7 4721
221 7 4298.04
222 1 4459.7
223 4 5351.28
224 6 4826.61
225 9 4577.16
226 7 3846.94
227 2 4139.1
228 5 4462.04
229 3 4595.53
230 1 4749.18
231 14 4417.02
232 3 4186.16
233 6 3989.63
234 8 3661.49
235 2 3831.64
236 3 4039.94
237 2 4609.59
238 4 4975.45
239 8 4765.87
240 4 4475.09
241 4 5035.36
242 3 5021.6
243 10 4780.06
244 4 4162.23
245 2 4800.63
246 2 5360.71
247 12 4946.19
248 7 4111.48
249 3 4073.65
250 7 3885.09
251 3 4213.21
252 4 4536.14
253 4 4771.07
254 2 5155.09
255 1 5231.73
256 1 6437.85
257 0 0
258 0 0
259 0 0
260 0 0
261 0 0
262 0 0
263 0 0
264 2 14479.6
265 2 14577.3
266 59 9422.25
267 6 4211.59
268 5 4057.18
269 6 4109.63
270 6 3673.72
271 4 3764.56
272 3 4213.5
273 3 4556.37
274 6 4586.26
275 7 4188.42
276 5 4362.96
277 5 4202.54
278 3 4151.51
279 2 4725.97
280 1 5031.49
281 0 0
282 20 5251.55
283 6 3894.02
284 2 3801.64
285 2 4623.85
286 2 4969.18
287 5 5370.01
288 7 5424.36
289 7 4832.64
290 4 4767.4
291 10 4294.22
292 4 3855.3
293 6 3946.57
294 3 4234.71
295 5 4487.45
296 5 4376.93
297 3 4626.39
298 6 4628.11
299 3 4618.93
300 9 4347.72
301 2 4263.21
302 9 4504.58
303 2 4376.44
304 7 4109.61
305 6 3894.98
306 4 3875.1
307 4 4045.81
308 6 4148.04
309 3 4382.59
310 1 4759.49
311 1 5950.2
312 1 6924.71
313 2 7464.63
314 7 7331.2
315 2 7158.51
316 9 7399.43
317 12 6247.96
318 12 4614.47
319 3 4387.48
320 3 4615.87
321 2 5267.21
322 9 5160.31
323 7 4388.15
324 7 4305.83
325 4 3837.28
326 7 3997.57
327 3 3917.82
328 2 4347.95
329 4 4940.76
330 7 4814.69
331 4 4536.27
332 1 5439.81
333 12 4970.88
334 4 3996.8
335 4 4184.11
336 8 4296.38
337 4 3925.17
338 5 4228
339 7 3738.53
340 1 3753.16
341 4 4823.4
342 11 4206.61
343 3 3541.95
344 6 3923.21
345 1 3613.5
346 3 4372.74
347 4 4789.99
348 1 5816.92
349 2 6484.9
350 9 5745.78
351 2 5873.02
352 6 6260.88
353 13 5246.23
354 4 4392.57
355 4 4519.59
356 7 4401.1
357 2 4532.68
358 4 5492.42
359 11 4415.16
360 8 3687.84
361 1 3948.03
362 7 4241.51
363 5 4049.91
364 3 4209.55
365 6 4040.01
366 2 4141.8
367 0 0
368 12 5246.87
369 6 4291.12
370 5 4042.15
371 1 4166.03
372 5 4963.17
373 2 5172.48
374 8 5360.2
375 3 4882.58
376 8 4954.16
377 10 4133.24
378 5 3869.67
379 3 3926.59
380 5 4181.86
381 4 4076.15
382 8 4232.92
383 4 3789.79
384 7 4012.88
385 4 3723.74
386 3 3956.38
387 7 3910.79
