#second results avg_latency(ms)
0 0 0
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 1 8191.84
9 1 9928.7
10 0 0
11 0 0
12 1 12318.4
13 1 12845.4
14 0 0
15 3 14944
16 0 0
17 1 16423.1
18 0 0
19 2 18058.6
20 9 18172.4
21 1 18363.1
22 1 19076.7
23 0 0
24 9 19914.1
25 4 19611.4
26 10 19355.3
27 0 0
28 2 19816.1
29 0 0
30 11 20966.1
31 1 20681.2
32 0 0
33 36 18830.2
34 0 0
35 2 17043.2
36 1 17644.9
37 10 17583.5
38 1 17078.8
39 0 0
40 0 0
41 2 20088.3
42 44 16219.1
43 0 0
44 1 14569.9
45 1 14904
46 2 15790.9
47 11 14848.8
48 5 14355.4
49 5 14845.3
50 2 14719.9
51 1 15336.5
52 1 16659.7
53 1 17128
54 8 17661.4
55 2 17323.6
56 1 18530.1
57 2 18875.4
58 0 0
59 2 20297
60 2 20725.5
61 2 21438.5
62 0 0
63 3 22764
64 13 22489.8
65 0 0
66 39 19439.7
67 0 0
68 1 17153.3
69 1 17831.9
70 51 13733.8
71 4 9708.02
72 5 9190.8
73 1 9498.69
74 3 10484.3
75 6 10397.1
76 2 10778.6
77 4 11425.2
78 2 11741.1
79 1 12164.9
80 3 13211.8
81 1 13751.2
82 4 14013.8
83 0 0
84 3 15218
85 0 0
86 1 16805.6
87 20 15654
88 0 0
89 1 15612.5
90 46 11972.1
91 8 7707.72
92 0 0
93 0 0
94 1 9703.69
95 0 0
96 0 0
97 2 12645.4
98 29 10451.6
99 4 8117.19
100 4 8407.2
101 5 8305.53
102 7 8358.21
103 2 7989.75
104 10 7756.56
105 3 7677.71
106 7 7566
107 7 7357.26
108 6 7289.85
109 0 0
110 2 8137.43
111 6 8625.36
112 0 0
113 0 0
114 0 0
115 3 11541.6
116 8 11211.3
117 0 0
118 2 12840.7
119 32 9683.37
120 4 7630.35
121 1 7995.28
122 0 0
123 1 9636.96
124 1 10548
125 1 11549.4
126 7 11914.5
127 4 11376
128 3 11974.7
129 0 0
130 3 13032.3
131 3 13775.7
132 2 14500.5
133 10 13489.2
134 1 13716.2
135 1 14682.3
136 3 15286.3
137 6 14841.8
138 4 15216.3
139 11 14932.7
140 28 12226.2
141 1 9586.16
142 9 10201.4
143 17 8332.74
144 6 7043.58
145 3 7176.97
146 0 0
147 4 8195.28
148 5 8327.6
149 1 8923.09
150 1 10151.1
151 2 10578.7
152 1 10943.3
153 9 11163.7
154 1 11043.4
155 2 11806.9
156 8 12166.5
157 1 11898.6
158 12 11660.5
159 15 10055.3
160 7 8601.45
161 1 8597.58
162 11 9123.61
163 0 0
164 19 8113.54
165 3 6544.45
166 0 0
167 3 8178.06
168 4 8064.08
169 1 9058.06
170 2 9771.22
171 1 10471.4
172 3 10676.7
173 5 10869
174 1 10880
175 9 11619.5
176 1 11104.2
177 3 11887.4
178 7 11925.7
179 0 0
180 0 0
181 0 0
182 40 11520.6
183 11 7484.2
184 6 6422.23
185 2 6746.1
186 2 6912.47
187 3 7798.25
188 0 0
189 4 8748.16
190 3 9386.88
191 2 10058.9
192 3 10368.6
193 1 11233.6
194 3 11488.4
195 7 11625.8
196 2 11422.4
197 2 12485.2
198 2 12964.7
199 5 12879.4
200 5 13114.6
201 25 10806.5
202 4 9294.32
203 12 8265.02
204 2 8285.51
205 18 7480.9
206 1 6191.69
207 4 6703.98
208 3 6750.87
209 2 7471.99
210 5 7761.78
211 3 8085.41
212 1 8576.35
213 0 0
214 0 0
215 1 11138.2
216 0 0
217 0 0
218 0 0
219 0 0
220 0 0
221 0 0
222 0 0
223 1 19813.3
224 0 0
225 0 0
226 2 22452.6
227 0 0
228 78 16337.8
229 8 8562.35
230 4 8376.72
231 3 8739.73
232 5 8570.67
233 1 9025.12
234 3 9858.87
235 1 10307.4
236 4 10798.6
237 4 11047.5
238 0 0
239 2 12596.4
240 2 12870
241 3 13497.6
242 3 14021.9
243 8 14290.6
244 0 0
245 3 14857.8
246 20 13522.9
247 1 12601.6
248 30 10443.7
249 6 7685.97
250 6 7487.61
251 3 7541.24
252 3 8015.65
253 2 8006.33
254 2 8817.65
255 3 9629.3
256 2 9766.5
257 5 10438.2
258 3 10550
259 1 11105.4
260 4 11400.5
261 1 11912.6
262 3 12516.7
263 3 13261.9
264 10 13064.3
265 0 0
266 1 13473
267 0 0
268 0 0
269 0 0
270 0 0
271 0 0
272 0 0
273 0 0
274 0 0
275 0 0
276 1 23642.4
277 0 0
278 0 0
279 0 0
280 0 0
281 0 0
282 0 0
283 1 30324.3
284 2 31296.1
285 110 20506.7
286 21 8980.3
287 4 7199.2
288 7 7084.48
289 1 7029.18
290 1 8433.74
291 7 8414.87
292 0 0
293 2 9699.13
294 4 9696.78
295 1 9829.2
296 2 11236
297 5 11447.5
298 2 11273.3
299 3 11954.6
300 1 12299.8
301 1 13510.9
302 1 13993.8
303 12 13568.7
304 1 13450
305 0 0
306 2 15297
307 43 11966.3
308 6 7859.47
309 0 0
310 1 9809.33
311 2 10076.5
312 1 11135.2
313 25 9515.64
314 13 6553.15
315 3 5513.9
316 5 5889.32
317 8 5516.89
318 2 6076.28
319 2 6480.9
320 5 6953.94
321 1 6886.16
322 9 6829.87
323 1 6493.99
324 8 7032.58
325 10 6431.61
326 4 6102.03
327 7 5614.59
328 8 5206.96
329 2 5041.39
330 1 6019.21
331 1 7139.12
332 2 7709.06
333 8 7170.75
334 10 6683.32
335 2 6525.94
336 11 6059.48
337 4 5510.16
338 2 6095.21
339 1 6697.45
340 2 7490.33
341 13 6864.59
342 3 6237.9
343 9 6269.29
344 7 5633.83
345 2 5517.3
346 1 6002.29
347 10 5956.95
348 1 6408.96
349 0 0
350 0 0
351 0 0
352 0 0
353 0 0
354 1 11861
355 1 12833.9
356 43 9777.3
357 1 6095.41
358 7 5967.49
359 1 6160.36
360 0 0
361 0 0
362 1 9588.38
363 2 9780.1
364 11 9361.58
365 7 8778.94
366 16 7437.18
367 5 6030.6
368 1 6635.32
369 2 7628.06
370 0 0
371 7 8230.47
372 0 0
373 1 10068.2
374 0 0
375 2 11285.9
376 5 11782.7
377 6 11406.7
378 1 11726.2
379 7 12085.6
380 3 11973.5
381 0 0
382 31 10496.5
383 3 7934.5
