#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 5.67049 1 9.828e-05 1 1 0.999902 1 0 121.725
1 4.31883 1.23077 0.909596 2 1 0.499722 12 0 96.139
2 3.57951 1.41667 6.94881 3 2 0.177298 6 0 97.8874
3 3.34044 2.23077 7.50008 4 3 0.120803 10 0 98.9491
4 2.74315 2.91667 7.43976 5 5 0.151929 16 0 101.228
5 2.3593 3.92308 7.48564 6 8 0.157703 22 0 104.415
6 1.30495 3.16667 10.3373 8 12 0.150458 35 0 109.296
7 0.502669 5.53846 19.4629 10 18 0.213913 59 0 114.733
8 0.45443 5.66667 12.7207 5 27 0.126134 118 0 118.433
9 0.910252 3.46154 6.8933 3 41 0.203149 216 0 129.084
10 0.773582 3 3.60077 3 56 0.126353 427 0 142.63
11 1.68821 2.23077 3.34632 2 57 0.0620318 358 0 142.941
12 1.91973 2 2.46463 2 57 0.0295164 376 0 143.009
13 1.50267 2 2.00307 2 57 0.0528717 302 0 143.047
14 3.91578 2 1.38703 2 57 0.0799717 217 20 143.346
15 1.67565 2 0.8417 2 57 0.161889 96 73 141.773
16 1.72705 2 0.691761 2 56 0.493213 47 25 135.769
17 5.03789 1.46154 0.582283 3 55 0.654805 53 31 135.631
18 4.10465 1.25 0.625974 4 47 0.593996 55 28 131.949
19 1.65866 2.15385 0.867413 6 43 0.358889 99 40 130.867
20 1.12161 3.58333 1.08231 9 50 0.274575 162 70 142.006
21 0.747073 5 2.48021 9 50 0.12889 158 19 142.931
22 1.50586 3.33333 1.69669 5 54 0.117766 260 10 143.015
23 0.851743 3.76923 2.30037 4 55 0.142403 197 1 143.328
24 1.04252 3.16667 1.85726 3 56 0.108232 247 3 143.294
25 1.32951 2.23077 1.47282 2 57 0.0680176 218 88 143.23
26 1.67164 2 0.933477 2 57 0.167172 113 115 142.66
27 1.54766 2 0.836032 2 57 0.361597 54 31 139.507
28 1.53114 2 0.650549 2 56 0.546128 45 29 135.134
29 3.90538 1.46154 0.522133 3 53 0.659071 53 27 133.243
30 1.59485 2.25 0.703388 5 41 0.506707 94 33 128.178
31 0.655093 3.61538 1.59907 8 41 0.179331 168 53 133.117
32 1.32956 2.83333 1.33874 5 54 0.130163 186 70 142.847
33 0.79228 3.61538 1.19824 4 55 0.104412 172 88 142.947
34 1.40723 3.25 0.957024 3 56 0.0851594 126 147 142.702
35 1.46104 3 0.71327 3 56 0.501937 61 32 137.952
36 0.760506 3 0.839741 3 54 0.286242 85 121 137.57
37 0.809871 3 0.913824 3 49 0.303339 95 118 135.853
38 0.847565 3 0.909402 3 50 0.325659 88 102 136.619
39 0.746879 3 0.943625 3 51 0.227814 90 115 136.433
40 0.719342 3 0.856688 3 55 0.289196 86 126 139.831
41 1.20402 3 0.840953 3 50 0.295809 87 115 136.697
42 2.03599 4 0.745985 4 53 0.344929 62 72 138.125
43 1.18203 4.53846 0.830957 6 53 0.354366 132 136 140.579
44 0.26325 6 1.44035 6 52 0.121604 232 186 141.676
45 1.69675 2.92308 0.872774 2 57 0.259028 120 214 141.951
46 2.18175 2 0.672344 2 57 0.44325 31 22 138.031
47 2.44276 2 0.848926 2 55 0.679709 25 11 133.62
48 4.2525 1.66667 0.505845 3 56 0.705275 40 25 134.581
49 1.24679 3 0.610406 3 42 0.625256 61 31 128.32
50 3.65658 2.23077 0.779549 4 36 0.415529 51 28 125.244
51 1.71429 2.58333 0.939189 6 40 0.312136 134 53 129.893
52 0.707691 3.41667 1.58676 9 50 0.188258 212 45 142.556
53 0.878483 4.15385 2.31914 5 54 0.0744153 237 0 143.056
54 1.05679 3 1.95979 3 56 0.0455567 256 3 143.253
55 1.36619 2.16667 1.07615 2 57 0.105109 163 167 143.075
56 1.52701 2 0.729211 2 57 0.330764 71 45 140.371
57 1.42849 2 0.666028 2 56 0.439306 42 29 135.472
58 2.83181 2.07692 0.506567 3 54 0.658071 52 23 134.296
59 2.22156 2.75 0.642543 4 41 0.565338 63 36 128.013
60 1.44094 3.46154 1.18027 6 38 0.306138 155 23 129.418
61 0.570643 5.58333 2.18762 8 51 0.140116 254 46 142.357
62 0.640463 4.76923 1.79062 4 55 0.0800606 299 76 142.689
63 1.32394 2.33333 1.03294 2 57 0.120107 168 212 142.817
64 1.57335 2 0.67336 2 57 0.387119 65 38 139.702
65 1.55689 2 0.716082 2 55 0.449207 40 30 135.6
66 3.06419 2.23077 0.449926 3 56 0.753153 47 25 135.001
