#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 4.3075 1 5.6552e-05 1 1 0.999943 1 0 132.51
1 4.21988 1.5 0.979882 2 1 0.469231 14 0 96.1964
2 5.44958 2.07692 3.35167 3 2 0.341081 7 0 97.5421
3 4.60004 2.5 3.8725 4 3 0.0726777 15 0 98.7437
4 3.71895 1.76923 2.56858 5 5 0.129075 29 0 100.744
5 3.29144 2.25 3.97489 6 8 0.040662 32 0 103.77
6 1.99099 2.92308 5.04824 8 12 0.159584 42 0 108.123
7 1.08526 3 8.43465 10 18 0.161201 68 0 114.048
8 0.422013 6.38462 7.42959 11 27 0.107687 152 0 121.583
9 0.734185 4.5 7.53203 6 41 0.117373 179 0 129.676
10 0.636042 4.46154 4.02544 4 55 0.110637 353 0 140.458
11 1.92 2.33333 2.99105 2 57 0.0518471 392 0 140.59
12 2.8076 2 2.00946 2 57 0.0337274 415 1 140.52
13 2.1862 2 1.18433 2 57 0.060289 252 141 140.542
14 2.73894 2 0.672045 2 57 0.345773 63 67 137.594
15 1.95595 2 0.652663 2 55 0.582619 33 15 133.088
16 6.26337 1.46154 0.385923 3 52 0.74384 37 23 130.878
17 1.75331 2.25 0.51091 5 39 0.659623 85 14 123.944
18 0.812558 3.76923 1.9245 8 30 0.215194 145 42 122.644
19 0.5923 4.16667 1.40174 7 45 0.131278 272 63 133.79
20 1.90806 3.15385 0.781513 3 56 0.274862 128 144 138.169
21 1.46169 3 0.586115 3 55 0.545523 43 18 133.952
22 4.19842 1.58333 0.449394 4 47 0.709847 45 16 128.055
23 2.84186 2.15385 0.574533 6 35 0.540861 124 45 123.095
24 1.02859 3.41667 2.1416 9 30 0.0838965 162 3 123.656
25 0.5767 4.91667 2.78305 10 45 0.134702 238 3 136.089
26 1.10642 4.46154 2.58799 5 54 0.0767593 295 0 140.526
27 1.25534 3.46154 2.10646 4 55 0.056224 309 15 140.482
28 0.749026 3.16667 1.82867 3 56 0.0558857 267 80 140.434
29 1.65815 2.23077 0.974337 2 57 0.120422 212 176 140.32
30 2.42973 2 0.584501 2 57 0.417402 52 19 136.03
31 1.77469 2 0.574191 2 49 0.634178 38 22 128.325
32 3.78959 1.91667 0.368613 3 41 0.756844 41 21 124.075
33 1.82528 2.61538 0.618768 5 31 0.565037 90 28 118.799
34 0.927514 3.5 1.46868 8 28 0.183363 157 21 120.373
35 0.534283 5.76923 2.58359 8 42 0.121277 242 12 131.456
36 0.689074 3.83333 1.45964 4 55 0.0947094 351 112 139.986
37 2.34305 2.46154 0.864604 2 57 0.159569 159 170 138.829
38 2.42667 2 0.601797 2 57 0.627482 27 9 133.94
39 2.47576 2 0.541272 2 50 0.806778 25 14 128.047
40 3.06112 1.41667 0.377904 3 40 0.771854 34 9 122.045
41 2.04719 2.15385 0.777601 5 30 0.368753 111 41 118.851
42 1.10511 3.5 1.48565 8 33 0.186079 158 14 124.627
43 0.533368 6.30769 2.01613 9 50 0.122673 269 75 139.055
44 0.658366 4.91667 1.30171 4 55 0.075254 273 227 139.47
45 0.981429 2.38462 0.793747 2 57 0.243221 124 175 137.876
46 1.08242 2 0.57299 2 52 0.48432 72 35 130.867
47 1.56397 2 0.471223 2 39 0.70239 47 30 120.993
48 2.4294 3 0.606476 3 29 0.535491 52 32 114.989
49 2.37192 3.30769 0.573075 4 26 0.514877 69 32 113.855
50 1.67426 3.41667 1.15253 6 22 0.347783 131 19 113.771
51 0.838265 5.30769 3.2421 8 31 0.113396 189 8 123.226
52 0.137722 6.83333 2.79962 7 47 0.136431 321 0 134.618
53 1.08409 3.76923 1.30543 3 56 0.0487887 446 157 139.774
54 2.29737 2.16667 0.777946 2 57 0.24867 100 174 137.767
55 1.88919 2 0.569438 2 56 0.651808 35 23 132.921
56 3.25059 2.08333 0.398082 3 47 0.724909 31 17 126.859
57 1.3696 2.61538 0.628914 5 35 0.547728 107 41 121.557
58 0.710271 4.08333 2.03734 8 32 0.136027 193 20 124.249
59 0.56158 5.46154 1.42984 6 48 0.139459 275 131 134.953
60 2.43099 2.58333 0.800672 2 57 0.226962 114 193 137.574
61 1.98071 2 0.52654 2 56 0.58922 48 21 133.464
62 3.19058 2.16667 0.522959 3 44 0.673931 45 21 125.638
63 2.70719 2.69231 0.445283 4 34 0.686287 60 18 119.454
64 2.19585 3.41667 0.736567 6 26 0.432083 98 41 116.454
65 0.804335 4.38462 3.1535 9 27 0.15598 137 9 119.936
66 0.28302 6.91667 2.95931 8 41 0.0794453 311 0 130.135
67 0.26363 4.76923 1.79847 4 55 0.105418 454 50 139.311
68 5.16545 1.58333 0.922612 1 58 0.121098 243 227 139.625
69 5.66787 1 0.472946 1 57 0.612303 18 0 132.409
70 5.67429 1.25 0.222377 2 43 0.894301 15 0 121.579
71 5.20783 1.23077 0.174267 3 32 0.860606 30 0 115.097
72 2.15469 2.41667 0.5631 5 24 0.569053 78 3 113.33
73 0.858976 3.30769 1.86923 8 20 0.216615 108 11 114.434
74 0.694043 4.58333 2.75954 8 30 0.0865508 177 0 121.776
75 0.832671 3.46154 1.75758 6 45 0.142253 254 48 132.853
76 2.18009 2.75 0.927668 4 55 0.158135 168 167 139.158
77 1.40127 3 0.758302 4 54 0.357114 99 56 136.741
78 1.92036 3.91667 0.737185 5 53 0.371568 105 70 135.253
79 1.4599 4.61538 0.726147 6 52 0.363451 162 158 135.981
80 0.946439 5.25 1.22389 7 51 0.197226 247 168 138.047
81 0.362284 6.15385 1.11819 6 53 0.144206 206 305 139.207
82 1.13868 3.61538 0.787677 3 56 0.234238 100 176 137.214
83 1.23144 3 0.648331 3 54 0.468788 54 59 134.373
84 1.24393 3.91667 0.64168 4 48 0.525928 123 126 131.19
85 0.470223 5.38462 0.963003 6 43 0.141949 155 278 132.273
86 1.22656 3.66667 0.750846 3 46 0.340103 69 97 129.103
87 0.907265 3.92308 0.82897 4 45 0.322087 111 178 129.413
88 0.463796 5 0.955093 5 41 0.118437 118 214 128.82
89 1.18309 3.46154 0.802251 3 44 0.336885 72 106 128.062
90 0.545562 4 0.775434 4 44 0.336429 120 184 128.045
91 0.944139 3.25 0.745594 3 37 0.395555 75 99 122.779
92 0.805317 3 0.865279 3 31 0.2996 104 108 119.009
93 0.805198 3 0.946365 3 29 0.16303 84 101 117.266
94 0.903595 3 0.845362 3 31 0.26212 79 103 118.61
95 1.32237 3 0.84168 3 28 0.285946 65 73 116.797
96 0.644653 4.69231 1.18019 5 33 0.205639 152 132 121.053
97 0.624688 4.16667 0.885338 4 44 0.213366 109 213 128.888
98 0.702055 3.23077 0.788174 3 43 0.298838 89 123 127.358
99 1.2028 3 0.697953 3 35 0.397637 59 68 120.771
100 0.800394 4 1.04789 4 32 0.187972 129 147 120.005
101 0.46494 4 0.903498 4 38 0.107697 107 176 124.451
102 1.53549 2.46154 0.601739 2 38 0.503479 53 48 121.076
103 1.71091 2.91667 0.551148 3 33 0.570668 64 54 118.37
104 1.34315 4.15385 1.16734 5 27 0.295139 94 63 117.669
105 0.412058 6.66667 1.51472 7 38 0.187003 302 94 127.451
106 0.79769 4.53846 0.84816 4 55 0.264019 151 330 138.235
107 0.871386 4 0.890773 4 51 0.254943 78 172 134.842
108 0.553858 5 0.880598 5 50 0.316917 101 242 135.152
