#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 4.42651 1 6.5448e-05 1 1 0.999935 1 0 153.907
1 4.75576 1.61538 0.737764 2 1 0.435827 14 0 95.9224
2 4.11722 1.41667 5.85897 3 1 0.414103 3 0 96.6654
3 3.55177 1.84615 11.6557 4 2 0.151412 6 0 98.3379
4 3.26433 2.58333 10.4906 5 3 0.119611 10 0 99.5034
5 2.79888 3.23077 10.224 6 5 0.151352 16 0 101.928
6 1.31865 3 11.8745 8 8 0.23832 27 0 105.732
7 0.661241 5.07692 23.9488 10 12 0.235874 41 0 110.147
8 0.281207 6.16667 27.935 7 18 0.136484 52 0 112.426
9 0.394263 4.46154 18.6392 4 27 0.171997 89 0 117.742
10 2.22694 2.33333 6.96075 2 41 0.10663 243 0 128.421
11 1.82851 2.53846 4.33213 3 56 0.158766 335 0 142.512
12 1.19226 3 3.01903 3 56 0.0330312 425 0 142.668
13 0.731381 3 2.89912 3 56 0.0406989 378 0 142.772
14 2.79382 1.33333 2.62287 1 58 0.0629094 316 0 142.742
15 4.79294 1 1.8226 1 58 0.0428126 341 0 142.728
16 4.92931 1 0.935067 1 58 0.11181 176 119 142.468
17 5.90034 1 0.652908 1 57 0.515111 26 1 135.145
18 4.84606 1.25 0.418554 2 54 0.763574 21 0 130.59
19 4.28622 1.38462 0.233896 3 41 0.860623 35 0 122.469
20 1.25459 2.5 0.66006 5 31 0.512996 80 21 119.463
21 0.835987 3.76923 1.94319 7 28 0.191977 135 17 121.239
22 0.770191 3.16667 1.60957 6 42 0.0780375 189 51 132.735
23 2.0981 2.76923 0.839753 4 55 0.20208 120 98 141.469
24 0.825284 3 1.01609 4 54 0.206089 108 92 140.476
25 0.811343 3 0.804403 4 55 0.287099 108 95 140
26 0.7585 3 0.92633 4 48 0.234473 109 116 136.447
27 1.64547 3 0.969377 4 50 0.169498 110 122 138.261
28 3.22633 3 0.714067 5 54 0.307132 85 52 139.082
29 2.2471 4 0.558059 5 52 0.632493 22 0 134.033
30 1.86905 2.83333 0.510741 7 43 0.707722 84 13 129.01
31 0.951487 3.30769 1.41547 10 33 0.210755 135 40 128.654
32 0.512276 5.25 1.53482 10 49 0.111928 246 97 141.971
33 6.2524 4.23077 0.857881 4 55 0.186145 137 161 141.095
34 2.75667 3.66667 0.750769 4 54 0.506615 61 62 137.642
35 3.44023 2.15385 1.24822 5 53 0.231197 154 90 141.552
36 0.842549 3.41667 0.899774 4 55 0.216998 120 108 142.101
37 0.854928 4 0.968978 4 55 0.39204 80 76 140.456
38 0.789444 4 0.871911 4 55 0.311367 120 77 141.256
39 0.657797 3.46154 1.10501 4 53 0.24481 148 138 142.33
40 0.68299 3.25 1.50392 3 56 0.163402 284 37 143.116
41 3.37646 1.53846 0.997959 1 58 0.16673 171 144 142.942
42 3.07225 1 0.883797 1 57 0.24469 85 90 141.344
43 5.06636 1.23077 0.674135 2 57 0.492306 61 32 137.884
44 3.39979 1.25 0.632846 2 55 0.556833 37 7 134.89
45 4.11084 1.46154 0.455207 3 50 0.789194 29 0 130.118
46 1.16283 2.16667 0.516829 5 38 0.66145 79 23 124.232
47 0.734908 3.61538 2.09275 7 27 0.273837 105 18 121.409
48 0.94481 3.23077 1.65135 6 41 0.095516 201 39 132.196
49 2.3767 2.75 0.85712 5 54 0.193082 113 110 141.311
50 1.07971 3 1.12124 5 53 0.306853 73 57 140.55
51 0.88188 3.08333 0.985286 5 54 0.191724 121 115 141.348
52 0.794573 4 0.997829 5 54 0.264502 95 76 142.305
53 0.623208 3.16667 1.0343 4 55 0.0812665 147 151 142.492
54 1.21921 2.92308 1.09731 3 56 0.163791 152 131 142.568
55 1.5039 3 0.779309 3 56 0.264783 94 80 140.64
56 0.957371 3 0.807476 3 55 0.337926 76 62 137.027
57 0.781741 3 0.747811 3 50 0.437163 94 105 135.099
58 0.928451 3 1.18389 3 40 0.296604 88 83 132.039
59 1.08015 3 0.87228 3 54 0.236992 90 100 138.111
60 2.16344 3.15385 0.827079 4 55 0.369461 90 103 139.895
61 0.626474 4 0.907269 4 54 0.255761 123 153 140.354
62 0.875967 3.23077 1.13222 3 55 0.143283 150 158 142.35
