#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 2.54128 1 0.426587 1 1 0.744048 7 0 223.474
1 2.35542 1.08333 4.54952 2 1 0.0251038 6 0 95.9849
2 4.10195 2.53846 2.30806 3 2 0.157411 20 0 97.6561
3 4.43411 2.33333 8.63663 4 3 0.105963 7 0 98.9263
4 2.752 1.61538 6.40374 5 5 0.216949 24 0 101.058
5 2.77267 2.83333 4.88504 6 8 0.158679 42 0 104.329
6 2.23984 3.76923 6.04563 8 12 0.194158 58 0 109.02
7 1.25377 4.25 11.1721 10 18 0.164495 61 0 115.047
8 0.453119 7.07692 11.322 12 27 0.19737 119 0 124.345
9 0.669021 5.07692 8.17477 6 41 0.120717 198 0 131.893
10 0.382989 3.58333 4.14971 4 55 0.142569 377 0 142.336
11 7.1855 1.5 3.92079 1 58 0.0883957 323 0 143.337
12 7.11728 1 2.55752 1 58 0.0723822 371 0 143.21
13 8.06725 1 1.95421 1 58 0.0765695 259 54 143.237
14 10.1032 1 0.936205 1 58 0.136763 118 200 142.992
15 9.17199 1 0.669627 1 57 0.512309 15 3 135.351
16 6.28081 1.23077 0.5105 2 55 0.869722 12 0 130.797
17 3.74036 1.23077 0.297221 3 42 0.842032 36 0 123.377
18 4.32657 2.33333 0.288465 5 32 0.86895 42 0 118.726
19 1.48452 3.5 1.47947 8 24 0.510199 65 23 120.801
20 0.840442 4.07692 2.28739 10 36 0.130822 175 21 131.385
21 1.23565 4.46154 1.59302 8 51 0.149618 241 58 142.532
22 0.839742 4.83333 2.04198 7 52 0.162515 238 14 142.954
23 2.28845 2.69231 1.80213 4 55 0.206532 240 26 143.074
24 2.61953 2.25 1.0416 3 56 0.216697 112 130 143.159
25 4.81474 2 0.77866 3 56 0.312275 53 10 139.082
26 3.89811 2 0.624721 3 55 0.643088 56 11 137.078
27 11.6932 1.61538 0.773757 4 50 0.39372 79 40 135.873
28 3.22796 2.33333 0.53949 6 53 0.588397 75 17 135.651
29 2.86278 2 0.670429 6 42 0.585629 65 24 127.789
30 1.78373 3.5 0.860595 9 40 0.296736 109 51 133.266
31 0.674844 4.30769 1.35133 13 46 0.241572 166 74 141.404
