#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 3.88185 1 8.534e-05 1 1 0.999915 1 0 164.501
1 3.47905 1.46154 1.15087 2 1 0.328658 15 0 95.7538
2 2.71795 1.66667 7.41216 3 2 0.180308 7 0 97.3536
3 2.4063 2.46154 9.1752 4 3 0.142915 11 0 98.6222
4 1.90277 3.33333 7.98218 5 5 0.0289721 23 0 100.516
5 1.34759 3.46154 15.6565 6 8 0.210193 31 0 103.535
6 0.346113 6.08333 15.7972 8 12 0.111384 67 0 107.093
7 0.39143 4.69231 13.9077 4 18 0.117888 93 0 109.13
8 1.26219 2.33333 6.72346 2 27 0.0662206 198 0 114.581
9 2.15949 2 2.86525 2 41 0.102422 402 0 126.225
10 2.20214 2.08333 1.74788 3 56 0.0520504 483 0 139.783
11 0.983413 3 1.14336 3 56 0.0545284 329 87 139.852
12 1.4219 2.16667 0.787994 2 57 0.239577 146 84 137.78
13 1.15428 2 0.621468 2 56 0.457198 86 56 134.121
14 3.22013 1.58333 0.474545 3 47 0.695147 59 20 127.876
15 1.29112 2.38462 0.705557 5 35 0.509774 105 51 121.269
16 0.85082 3.83333 1.72874 7 35 0.202364 166 28 124.952
17 0.362368 5.53846 1.21419 7 52 0.113138 278 210 138.905
18 0.59846 3.53846 0.875045 3 56 0.170925 133 225 137.861
19 1.4299 2.16667 0.595941 2 54 0.508818 61 39 133.06
20 1.57884 3 0.42105 3 47 0.731472 63 51 127.465
21 1.11265 4.69231 0.863924 5 35 0.508046 106 98 123.162
22 0.180461 6.92308 1.33727 7 37 0.0979383 277 203 126.015
23 0.448169 4.58333 0.745348 4 55 0.304774 130 312 136.922
24 1.3681 2.38462 0.656343 2 44 0.49144 63 50 126.972
25 1.14996 3 0.585655 3 42 0.544778 81 65 124.746
26 0.538218 4 0.977911 4 33 0.194083 136 190 121.102
27 1.35123 2.41667 0.645369 2 36 0.388835 65 50 119.046
28 1.167 3 0.599565 3 34 0.539903 90 54 118.196
29 0.558073 4 1.17484 4 28 0.166567 163 108 117.641
30 0.72296 3.23077 0.911484 3 38 0.175839 103 166 123.283
31 0.620408 3 0.693383 3 39 0.358291 85 103 122.576
32 0.617648 3 0.823014 3 29 0.311412 79 110 116.483
33 1.2852 2.16667 0.699568 2 26 0.299915 60 42 113.067
34 1.45734 3 0.700601 3 26 0.374836 72 56 113.231
35 0.839973 3.33333 1.49006 5 26 0.260278 129 44 115.286
36 0.255847 5 1.03387 5 39 0.0996277 171 257 126.254
37 0.666043 3.33333 0.717813 3 46 0.2946 91 131 128.568
38 0.68279 3 0.694313 3 36 0.416093 83 108 121.153
39 0.632186 3 0.868072 3 27 0.216512 83 102 115.468
40 0.578292 3 0.948946 3 26 0.181723 91 101 114.234
41 1.60966 2.25 0.617689 2 28 0.394647 53 34 113.891
42 1.9702 3 0.676941 3 25 0.460338 57 36 112.653
