#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 9.46483 1 0 1 1 1 0 0 120.468
1 7.30486 1.25 0.00015362 2 1 0.999846 6 0 95.7395
2 5.22416 1.15385 0.299922 3 1 0.820047 7 0 96.4771
3 2.6004 2.16667 25.3097 5 1 0.244486 2 0 98.2912
4 4.30763 2.46154 12.5169 6 2 0.40201 7 0 99.4355
5 2.90453 3.08333 36.2134 8 3 0.250697 6 0 102.023
6 1.77933 2.84615 31.2916 10 5 0.247296 12 0 105.112
7 1.21357 5.58333 29.1989 13 8 0.216457 24 0 109.823
8 0.444542 9.15385 54.2976 16 12 0.198177 30 0 113.763
9 0.378078 5.75 36.7604 8 18 0.0632687 58 0 113.273
10 2.22717 3.84615 20.9116 4 27 0.242087 90 0 118.021
11 2.18199 4.41667 14.1176 5 41 0.162196 140 0 131.224
12 0.885403 4.84615 11.0383 5 54 0.140552 197 0 143.018
13 1.43756 3.33333 9.39913 3 56 0.109528 233 0 143.246
14 1.28729 3 7.52243 3 56 0.162097 280 0 143.273
15 1.31944 3 6.30263 3 56 0.0558225 327 0 143.421
16 1.12024 3 5.73712 3 56 0.0581811 326 0 143.394
17 1.429 2.25 5.49278 2 57 0.0690644 307 0 143.213
18 3.21043 2 4.6888 2 57 0.0832465 318 0 143.254
19 2.83207 2 4.38142 2 57 0.0848004 285 0 143.4
20 2.30656 2 4.52913 2 57 0.0688419 236 0 143.556
21 1.64359 2 4.13192 2 57 0.0931448 214 0 143.494
22 2.95848 2 2.99473 2 57 0.0607629 251 0 143.344
23 2.81576 2 2.17631 2 57 0.0717721 256 0 143.128
24 2.14308 2 1.68608 2 57 0.0896543 218 5 143.042
25 2.23803 2 1.00407 2 57 0.114515 119 71 142.865
26 2.24752 2 0.69161 2 57 0.315033 54 22 139.062
27 3.74565 2 0.882041 2 56 0.703421 17 4 134.109
28 2.25752 2 0.743158 2 57 0.695335 26 18 133.918
29 2.71103 2 0.567317 2 56 0.769425 30 14 133.316
30 3.94701 1.41667 0.43798 3 47 0.767583 58 25 129.659
31 3.05925 2.23077 0.750624 5 35 0.469748 103 28 123.963
32 1.66623 3.5 0.822251 8 37 0.340482 88 36 128.137
33 0.72815 6.15385 3.0838 12 43 0.118728 188 29 138.963
34 0.705975 4.5 2.58189 7 52 0.159015 297 0 142.526
35 2.13014 2.61538 3.04131 4 55 0.155968 195 0 143.278
36 5.29415 1.16667 2.16979 3 56 0.0615229 233 8 143.177
37 3.82679 1 1.29363 3 56 0.0794113 196 76 142.939
38 5.58339 1 0.792101 3 56 0.2645 76 72 141.011
39 2.78314 2.07692 0.740824 3 55 0.40817 63 29 138.038
40 5.06138 1.58333 0.594291 4 54 0.61832 62 22 135.796
41 5.48792 1.53846 0.561463 5 47 0.556662 72 20 132.273
42 1.2127 3.25 0.87859 8 39 0.267035 110 64 131.419
43 0.797837 5.84615 2.20778 11 44 0.194442 197 36 139.025
44 1.32751 3.58333 1.87581 8 51 0.082919 230 58 142.572
45 2.44098 3.46154 2.00563 7 52 0.10958 155 19 142.86
46 1.993 3.25 1.85261 6 53 0.126037 162 10 142.998
47 1.17909 2.23077 2.18068 5 54 0.0964238 188 1 143.138
48 3.25404 1.66667 2.06305 4 55 0.123331 190 0 143.092
49 2.88305 2.23077 1.66615 3 56 0.0779952 183 7 143.133
50 2.08377 3 1.45261 3 56 0.10063 137 39 143.284
51 2.66941 3 0.876449 3 56 0.198436 90 66 141.75
52 2.74679 3 0.818043 3 55 0.452537 68 26 138.874
53 3.9898 1.61538 0.76687 4 55 0.377594 123 49 138.417
54 8.76993 1.08333 0.570322 4 54 0.505512 92 18 137.364
55 4.70749 1.69231 0.688122 5 45 0.567397 84 12 130.895
56 0.817762 3.08333 0.968411 8 44 0.269625 133 89 135.987
57 0.927592 3 1.06912 8 48 0.161567 144 79 140.613
58 2.21909 3 1.03527 8 51 0.0760453 167 82 142.725
59 1.34135 3 1.14556 8 51 0.201346 99 49 142.111
60 0.664858 3.75 1.24641 8 51 0.262496 102 58 142.576
61 1.92773 3.38462 1.35295 5 54 0.183164 144 39 143.069
62 1.37647 2.16667 2.663 4 55 0.197881 198 2 143.144
63 1.4861 2.46154 3.50931 3 56 0.195845 163 0 143.488
64 1.27061 3 1.82518 3 56 0.0941572 286 0 143.285
65 1.67886 3 1.40675 3 56 0.0946649 257 7 143.256
66 2.78621 3 0.774624 3 56 0.187992 113 74 141.321
67 1.70973 3 0.80675 3 55 0.555803 62 33 137.251
68 5.63726 1.58333 0.681546 4 55 0.419407 114 38 138.035
69 3.44245 2.53846 0.597263 4 53 0.511339 90 43 136.213
70 1.91885 2.75 0.903494 6 46 0.432381 126 19 133.894
71 1.32549 2.84615 1.25523 8 51 0.185754 173 47 142.527
72 1.33823 3.25 1.53932 7 52 0.0519853 257 13 142.965
73 2.02206 3 1.58632 6 53 0.103288 218 11 142.972
74 1.32706 4.25 1.45729 5 54 0.0869892 187 19 143.068
75 1.09594 3.23077 1.17451 4 55 0.177205 165 74 142.998
76 0.972948 3.41667 1.49631 4 55 0.121341 179 52 143.094
77 1.08939 3.15385 1.25129 3 56 0.148689 190 100 143.016
78 4.71313 2.25 0.916644 2 57 0.260649 99 109 142.418
79 4.14726 2 0.815116 2 57 0.327037 89 39 138.895
80 2.09806 2 0.623135 2 56 0.491531 82 18 136.906
81 7.50014 1.41667 0.697613 3 51 0.50531 77 47 134.583
82 1.57879 2.23077 0.87574 5 51 0.245856 149 87 139.125
83 1.87025 3.25 0.635445 7 52 0.488626 73 18 138.415
84 1.19658 4 1.14806 7 48 0.268671 125 100 138.304
85 0.99421 4 1.51674 7 52 0.210149 151 71 142.813
86 1.8123 2.5 1.41206 5 54 0.164648 144 87 142.981
87 2.4171 3.07692 1.3046 4 55 0.237204 123 64 143.112
88 2.70338 3.25 0.900591 3 56 0.24501 92 59 141.88
89 2.09286 3 0.801104 3 56 0.471155 61 9 138.45
90 1.42314 3 0.797535 3 55 0.393918 93 18 139.849
91 5.13155 1.58333 0.872118 4 55 0.305065 117 41 139.546
92 1.43067 3.30769 0.919866 4 54 0.229476 90 103 140.495
93 5.14775 2.58333 0.793829 5 54 0.318635 96 85 140.307
94 0.717979 4.69231 0.928996 5 52 0.298093 101 92 139.905
95 1.11433 4.83333 0.874373 5 54 0.331332 123 85 140.384
96 0.756187 4 0.978982 5 53 0.275304 209 125 141.764
97 0.871472 4.75 0.982218 5 54 0.15076 130 129 141.958
98 0.833747 5 1.04058 5 54 0.137503 140 173 142.495
99 0.929373 3.75 0.968297 4 55 0.191812 147 153 142.354
