#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 2.21823 1 0.34429 1 1 0.65571 10 0 183.096
1 2.02569 1.15385 2.67825 2 1 0.0817434 13 0 95.9859
2 3.72924 2.08333 2.30979 3 2 0.203072 14 0 97.4762
3 3.17608 2 4.62896 4 3 0.239377 15 0 98.8122
4 2.36949 1.58333 3.8442 5 5 0.0755813 38 0 100.609
5 2.26997 2.76923 4.47303 6 8 0.134625 46 0 103.707
6 1.47424 3.91667 9.80438 8 12 0.152025 46 0 108.004
7 0.546439 4.76923 11.1834 10 18 0.122027 89 0 113.405
8 0.48172 5.25 9.19285 6 27 0.159332 132 0 117.775
9 1.77028 2.84615 3.6996 3 41 0.0925204 317 0 126.897
10 1.31298 2.58333 2.15225 4 55 0.11916 447 0 139.567
11 1.18154 2.76923 2.17904 3 56 0.0540338 354 0 140.038
12 1.52494 2.91667 1.59009 3 56 0.0773338 310 25 140.143
13 1.96185 3 0.953476 3 56 0.0987418 161 160 139.79
14 1.59991 3 0.598634 3 56 0.437846 70 51 135.798
15 1.23117 3 0.736266 3 49 0.590195 35 28 129.54
16 3.96873 2.5 0.579569 4 48 0.615194 48 43 128.664
17 1.11437 2.53846 0.927649 6 41 0.448107 143 80 127.774
18 1.46113 4.75 1.10158 8 47 0.211124 216 142 135.554
19 0.506992 6.84615 1.45274 9 50 0.0764393 300 202 138.86
20 0.638775 3.69231 0.872285 4 55 0.174963 162 304 138.461
21 2.64526 2.75 0.550085 3 52 0.585008 55 18 133.071
22 1.63662 3.83333 0.685593 5 42 0.502119 73 35 127.518
23 0.514049 5.46154 1.12347 8 41 0.166278 246 206 130.467
24 0.318722 4.61538 0.858194 5 52 0.216923 188 267 136.482
25 2.09924 3.25 0.529391 3 49 0.524633 47 49 129.56
26 1.53966 4 0.644112 5 39 0.635772 61 65 124.692
27 0.669731 6.75 1.68853 8 36 0.187378 242 110 126.77
28 0.353866 5.69231 1.05862 6 53 0.11817 242 369 138.929
29 1.95358 3.33333 0.589518 3 56 0.425443 62 73 136.034
30 1.69766 3 0.680244 3 48 0.496977 69 80 129.26
31 1.42592 2.75 0.574237 5 47 0.517821 92 45 129.354
32 0.977892 6.15385 1.65524 8 40 0.234433 186 132 129.008
33 0.405916 6.08333 1.11605 7 52 0.166329 238 304 138.733
34 0.85052 3.38462 0.806054 3 56 0.18457 113 165 137.704
35 1.38387 3 0.665417 3 49 0.5115 65 81 131.38
36 1.02963 4.15385 0.788913 5 47 0.456913 107 78 130.337
37 0.505691 5.58333 0.985573 6 43 0.153713 167 305 131.318
38 1.22468 3.69231 0.712384 3 48 0.35338 79 116 130.39
39 0.729774 4 0.824853 4 45 0.280074 120 180 128.921
40 0.533191 4 0.719233 4 39 0.328631 95 151 125.135
41 1.08197 3.16667 0.743875 3 30 0.375713 75 106 118.882
42 1.10991 3.84615 0.870732 4 27 0.266899 89 105 116.092
43 0.653598 4.75 1.35159 5 29 0.134633 151 110 118.668
44 1.36171 3.30769 0.71668 3 44 0.331582 122 164 127.611
45 1.15408 4.58333 0.848532 5 45 0.478802 62 81 128.468
46 0.201989 5.07692 0.82098 7 47 0.262292 182 306 133.499
47 0.686135 4.25 0.649733 4 42 0.394741 96 139 127.204
48 0.677265 3.76923 0.992496 4 30 0.189267 104 160 120.24
49 0.926218 3.83333 0.914677 4 34 0.261204 94 118 121.413
50 0.38516 4.07692 0.987263 5 35 0.147694 111 171 122.375
51 1.74686 2.83333 0.548515 3 39 0.458229 55 38 121.841
52 1.57831 4.30769 0.727456 5 32 0.498233 76 107 118.916
53 0.787414 3.66667 1.50667 8 33 0.253051 154 56 124.099
54 0.433924 3.69231 1.07217 7 50 0.160637 177 221 136.524
55 1.40983 2.58333 0.710343 4 55 0.345359 79 61 136.683
56 0.671298 2.46154 0.748555 4 53 0.347091 98 114 134.48
57 1.04937 2.66667 0.576164 3 42 0.527781 72 55 125.398
58 1.25947 3.38462 0.763752 4 31 0.357648 80 106 118.822
59 0.609136 3.25 1.0401 6 32 0.173667 119 126 121.329
60 0.70939 3.69231 0.968752 5 38 0.167233 87 156 125.44
61 0.920606 2.75 0.723597 5 43 0.318712 75 83 128.697
62 0.940611 2.15385 0.826448 6 34 0.271855 85 70 122.836
63 1.57329 2 0.616961 6 31 0.45803 78 14 118.924
64 0.843403 2.38462 1.04564 9 28 0.269914 91 75 120.176
65 0.755805 1.91667 0.826466 9 33 0.219752 83 59 123.977
66 0.63416 2.84615 0.9469 7 29 0.134988 82 92 119.763
67 0.83156 2.83333 0.845674 6 31 0.335123 81 92 120.338
68 0.83309 2.46154 0.930577 6 29 0.181628 79 76 119.957
69 0.625677 2.66667 0.94465 6 30 0.145382 77 93 119.868
70 1.20411 1.69231 0.750024 5 32 0.337996 76 26 119.551
71 1.64599 2.16667 0.734558 7 31 0.547795 77 28 120.187
72 0.7944 2.53846 0.903713 11 32 0.11214 87 98 125.479
73 1.00413 2.41667 1.23754 11 32 0.196573 76 51 125.854
74 0.646277 3.07692 0.879453 12 44 0.215217 85 140 134.136
75 0.771314 2.25 0.717099 10 42 0.438072 79 52 131.088
76 1.01 1.76923 0.797668 9 32 0.298283 65 61 123.997
77 1.15671 1.58333 0.754001 10 29 0.442577 74 18 121.618
78 0.798787 2 0.957686 13 27 0.186157 83 49 122.153
79 1.28472 1.83333 0.804758 11 29 0.366348 75 25 121.758
80 0.763083 3 1.10136 16 32 0.183792 78 100 128.414
81 0.769409 3 0.960748 15 40 0.175485 87 111 133.402
82 0.708957 2.23077 0.759738 15 44 0.467802 79 60 135.083
83 0.918501 1.75 0.761464 12 35 0.339878 76 37 127.206
84 0.867533 3.23077 1.27371 12 29 0.162496 77 89 125.339
85 0.642442 3.23077 0.942121 12 42 0.219828 86 160 133.386
86 0.734998 2.66667 0.821264 10 45 0.322192 86 79 133.036
87 0.957806 2.41667 0.814911 9 39 0.330764 77 73 128.642
88 0.790292 3 0.983677 10 36 0.28155 80 102 127.414
89 0.659503 3.08333 0.87844 10 40 0.209902 79 119 129.584
90 0.725099 3.30769 1.02422 9 38 0.228008 76 118 128.035
91 0.780426 3.84615 1.00415 9 45 0.280848 84 143 133.354
92 0.548847 2.41667 0.657875 9 50 0.405592 77 114 135.97
93 0.693477 3 0.890135 6 35 0.264185 84 110 124.367
94 0.850518 2.25 0.806676 5 34 0.32138 73 67 121.337
95 0.90928 2.53846 1.08405 5 30 0.265578 71 69 119.829
96 0.617445 1.75 0.676725 6 37 0.40156 70 59 124.26
97 0.835789 2.07692 0.712966 4 27 0.466165 80 30 115.524
98 1.02713 1.75 0.817432 4 21 0.290227 66 44 111.671
99 0.73828 1.61538 0.998299 5 20 0.188317 81 36 111.726
100 2.00392 2 0.754801 4 23 0.414845 42 23 111.832
101 0.840155 3.53846 1.37148 6 25 0.136638 131 74 115.893
102 0.652249 2.25 0.850429 6 38 0.206651 95 126 126.179
103 0.880838 4.07692 1.17396 5 35 0.138322 80 141 123.737
104 0.590065 3.33333 0.752578 5 47 0.342124 92 150 131.426
105 0.831929 2.69231 0.813131 4 38 0.330338 90 83 124.698
106 0.88964 3.58333 0.967341 4 34 0.228679 83 127 121.879
107 0.895092 3.61538 0.983462 5 37 0.2993 77 120 124.787
108 0.461062 2.5 0.866969 6 41 0.180472 90 109 128.325
109 1.28182 1.69231 0.550461 3 39 0.553843 68 16 122.642
110 1.1175 2.58333 0.742562 4 32 0.371476 76 76 120.002
111 1.00921 4.61538 1.35374 5 29 0.172883 96 116 118.801
112 1.1517 4.41667 0.987124 5 44 0.2145 87 193 130.642
113 0.373142 4.15385 0.943977 7 52 0.173885 149 217 137.988
114 0.467777 2.58333 0.603344 4 55 0.494639 87 79 135.018
115 4.94014 1.61538 0.479175 2 35 0.701279 17 8 118.397
116 4.26081 1.66667 0.367334 3 26 0.98709 11 0 111.238
117 2.93985 2.38462 0.571691 5 20 0.58303 64 9 110.464
118 0.906917 2.91667 1.89612 8 17 0.28188 85 5 112.164
