#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 3.20497 1 9.4908e-05 1 1 0.999905 1 0 198.959
1 3.09467 1.5 1.1363 2 1 0.337159 15 0 95.6502
2 2.49549 2 5.72066 3 2 0.0511589 10 0 97.3291
3 2.14016 2.75 9.08918 4 3 0.172003 12 0 98.3731
4 1.3559 2.84615 15.346 5 5 0.0998964 23 0 100.239
5 0.618801 4.5 18.3636 6 8 0.211802 39 0 103.125
6 0.400297 4.38462 14.5682 4 12 0.0480281 74 0 104.641
7 1.27844 2.41667 9.75449 2 18 0.090302 110 0 107.717
8 1.47395 2 5.27573 2 27 0.0848428 200 0 114.349
9 1.87125 2.66667 2.38192 3 41 0.0641413 389 0 126.589
10 1.46081 3.38462 1.90717 4 55 0.0820405 383 0 139.406
11 0.764742 3.25 2.09184 3 56 0.0691322 303 0 139.807
12 1.38909 2.23077 1.0112 2 57 0.0837444 294 200 139.539
13 1.53433 2 0.569349 2 57 0.371033 58 28 134.915
14 1.40104 2 0.490595 2 48 0.724781 53 36 126.909
15 2.75229 2 0.545692 3 36 0.596263 67 29 119.878
16 1.07808 2.58333 0.765387 5 29 0.388015 117 39 117.131
17 0.686456 3.84615 2.2195 6 27 0.0943802 167 18 118.213
18 0.407488 4.08333 1.31997 4 41 0.0780865 290 99 127.475
19 1.1816 2.46154 0.641696 2 57 0.38919 107 149 135.694
20 1.35399 2 0.483822 2 49 0.678722 47 27 127.808
21 1.53306 2.76923 0.544064 3 37 0.638072 67 53 120.13
22 0.63809 3.83333 1.33456 5 30 0.154403 191 62 118.821
23 0.622368 3.46154 0.838587 3 45 0.215828 123 210 128.482
24 1.40206 2.16667 0.563529 2 41 0.546291 60 37 123.106
25 1.39894 3 0.525081 3 34 0.599235 75 51 118.657
26 0.605945 4.58333 1.56587 5 27 0.135489 165 72 117.311
27 0.595681 3.38462 0.852518 3 41 0.253163 125 236 125.755
28 1.38678 2.16667 0.656243 2 38 0.40047 54 40 120.693
29 1.18924 3 0.510498 3 36 0.565415 85 57 119.852
30 0.637546 3.83333 1.37081 4 25 0.0983327 156 83 114.614
31 0.548097 3.23077 0.816536 3 38 0.246654 107 182 123.194
32 1.40868 2.25 0.562164 2 34 0.520899 59 34 117.696
33 1.14406 3 0.723956 3 28 0.443695 91 68 114.459
34 0.63094 4 1.51236 4 25 0.07212 152 57 114.631
35 0.647282 3.23077 0.868481 3 38 0.233929 125 194 124.06
36 0.708667 3 0.809408 3 36 0.254037 85 99 121.548
37 0.600461 3 0.847485 3 31 0.262323 83 108 118.441
38 1.42514 2.16667 0.604964 2 29 0.437511 60 32 114.878
39 1.27251 2.84615 0.664013 3 26 0.477134 79 52 112.804
40 0.744936 3.91667 1.66372 4 24 0.138155 156 38 114.191
41 0.758415 3.23077 0.99664 3 36 0.133837 132 204 122.521
42 0.620666 3 0.745713 3 41 0.309302 81 110 125.454
43 0.644639 3 0.859747 3 33 0.271521 82 110 119.673
44 0.670934 3 0.774175 3 31 0.287272 80 104 117.988
45 0.680122 3 0.973438 3 26 0.208546 82 102 115.13
46 0.601981 3 0.880345 3 29 0.215905 85 106 116.429
47 1.38541 2.23077 0.782 2 28 0.270205 58 39 114.538
48 1.03399 3 0.702349 3 31 0.423807 92 86 117.273
49 0.530507 4 1.20624 4 26 0.109112 141 108 115.684
50 1.32571 2.33333 0.679847 2 36 0.379095 73 91 120.655
51 1.07865 2.92308 0.723327 3 35 0.448593 87 71 119.85
52 0.563408 4 0.93175 4 31 0.157612 127 178 119.874
53 0.615709 3.23077 0.903879 3 32 0.175517 92 120 118.869
54 1.22016 2.25 0.615021 2 32 0.417235 63 43 116.959
55 0.891435 3 0.874709 3 27 0.358737 101 88 115.136
56 0.606963 3 0.987522 3 26 0.0842641 107 109 115.357
57 1.40607 2.23077 0.714943 2 29 0.324087 59 40 114.884
58 1.20196 3 0.63012 3 30 0.493511 85 60 116.139
59 0.613124 3.92308 1.36093 4 26 0.130979 163 74 116.629
60 0.612384 3.16667 0.818636 3 39 0.234805 108 183 124.371
61 1.27484 2.23077 0.655288 2 35 0.427786 64 43 118.758
62 0.965071 3 0.705576 3 32 0.422141 90 92 117.862
63 0.412941 3.92308 1.07921 4 26 0.153873 142 116 116.867
64 1.24556 2.41667 0.724607 2 32 0.339876 64 74 116.887
65 0.960052 2.92308 0.817563 3 31 0.358964 98 90 117.722
66 0.826421 3 0.98386 3 28 0.0991938 96 107 117.072
67 0.735192 3 0.917455 3 31 0.18064 90 119 118.832
68 0.884667 3 0.886286 3 32 0.210006 83 97 119.091
69 0.580384 3 0.896135 3 31 0.206914 88 110 118.396
70 1.39509 2.25 0.623224 2 31 0.419256 56 34 116.276
71 1.03092 2.84615 0.885965 3 28 0.344466 88 81 115.684
72 0.486609 4 1.03957 4 29 0.0812283 136 148 118.35
73 1.22826 2.53846 0.66459 2 34 0.331212 80 69 118.797
74 0.878292 3 0.828801 3 31 0.357388 97 103 117.798
75 0.602909 3 0.934154 3 28 0.0870868 101 108 116.594
76 1.29422 2.23077 0.600018 2 29 0.423136 57 43 114.605
77 1.03589 3 0.926135 3 25 0.367818 89 66 113.875
78 0.525017 4 1.18118 4 28 0.124485 141 130 117.012
79 1.17915 2.41667 0.695384 2 38 0.375307 83 92 121.472
80 0.878823 3 0.724028 3 34 0.400375 95 103 119.755
81 0.627224 3 0.946702 3 27 0.126411 101 106 116.483
82 0.590778 3 0.855385 3 29 0.249005 83 106 116.456
83 1.30769 2.25 0.716499 2 27 0.366857 60 42 114.084
84 0.991329 3 0.795969 3 28 0.347039 93 93 115.18
85 0.407981 4 1.20074 4 25 0.0627323 147 89 115.259
86 1.23399 2.46154 0.726049 2 34 0.343842 84 88 118.786
87 0.970001 3 0.684939 3 33 0.429659 91 90 118.664
88 0.509763 4 1.23549 4 26 0.0955989 127 113 115.849
89 1.12772 2.33333 0.672912 2 37 0.350107 76 97 121.256
90 0.955869 3 0.742791 3 32 0.406884 85 85 118.184
91 0.635826 3 0.976002 3 27 0.194498 101 120 116.492
92 0.570708 3 0.934032 3 30 0.155644 89 110 117.354
93 1.25242 2.16667 0.647767 2 31 0.384967 60 39 116.2
94 0.999203 3 0.72954 3 28 0.426232 93 83 115.01
95 0.495056 4 1.43358 4 24 0.0670031 143 62 114.005
96 1.24342 2.46154 0.714088 2 36 0.338157 87 127 120.842
97 1.12296 3 0.711522 3 35 0.388125 80 78 119.974
98 0.528245 4 0.985829 4 31 0.148395 139 167 120.061
99 1.25109 2.33333 0.619538 2 34 0.423586 65 49 118.264
100 1.64965 3 0.616722 3 30 0.458592 73 59 116.493
101 1.27216 2.58333 0.6202 5 27 0.502148 76 16 115.742
102 0.603061 4.23077 2.48304 7 24 0.136364 145 17 116.046
103 0.455128 4.5 1.7067 4 36 0.127612 303 13 123.857
104 1.33657 2.46154 0.830101 2 54 0.223216 138 206 136.073
105 1.03727 2.91667 0.672039 3 56 0.47129 93 88 134.903
106 0.589559 3 0.67139 3 47 0.428985 102 127 129.325
107 1.13698 2.16667 0.612916 2 34 0.459837 70 40 118.601
108 0.825285 3 0.85667 3 28 0.365331 97 104 114.735
109 0.626473 3 1.02814 3 26 0.0856703 99 95 114.113
110 1.16259 3 0.867948 3 30 0.284165 67 82 116.479
111 0.483498 4 0.938793 4 33 0.122592 112 179 120.301
112 1.3003 2.46154 0.730644 2 35 0.288228 69 60 119.54
113 1.13655 3 0.585446 3 36 0.559516 73 64 119.294
114 0.55432 4 1.17992 4 28 0.170742 160 109 117.428
115 0.622223 3.25 0.853642 3 38 0.200524 100 162 123.479
116 1.21736 2.23077 0.655035 2 35 0.396822 65 44 119.041
117 0.929043 3 0.691946 3 31 0.454394 94 91 116.973
118 0.6663 3 1.15048 3 24 0.135749 108 81 113.97
119 0.764856 3 0.931157 3 31 0.12802 91 124 118.093
120 0.649713 3 0.845536 3 33 0.281415 86 108 119.238
121 0.61508 3 0.824742 3 30 0.220797 82 101 116.828
122 1.53848 2.23077 0.723186 2 27 0.347014 63 46 113.967
123 1.79001 2.83333 0.394285 3 28 0.640615 37 2 113.823
124 0.784155 3.76923 2.25514 5 21 0.230448 151 15 112.571
125 0.353443 4.25 1.63387 4 32 0.0459925 299 13 120.123
126 1.2772 2.53846 0.770567 2 48 0.272282 128 187 130.617
127 1.00113 3 0.533297 3 51 0.586411 95 82 130.136
128 0.517175 3.92308 0.924237 4 33 0.198495 125 168 121.44
129 1.15234 2.41667 0.705439 2 34 0.319972 69 55 118.498
130 0.931316 2.92308 0.72491 3 31 0.422055 91 88 117.3
131 0.779626 3 1.19084 3 25 0.167945 98 75 114.96
132 0.667773 3 0.883028 3 34 0.227296 104 132 120.381
133 0.653143 3 0.853034 3 33 0.17478 86 98 119.552
134 0.632816 3 0.858515 3 30 0.251897 82 109 117.79
135 0.716623 3 0.873672 3 28 0.181336 85 98 115.841
136 0.608345 3 0.945323 3 26 0.165739 93 100 114.859
137 1.50276 2.23077 0.64321 2 28 0.363432 54 36 114.073
138 1.3378 2.83333 0.656232 3 26 0.477666 71 50 113.738
139 0.587906 4.61538 1.85419 5 25 0.0964384 193 24 114.928
140 0.654919 3.33333 0.94867 3 38 0.165512 151 231 124.882
141 0.912783 3 0.782927 3 41 0.303015 75 89 125.196
142 0.633552 3 0.782714 3 35 0.298894 92 123 122.267
143 0.639328 3 0.955623 3 30 0.171666 82 108 118.585
144 0.677798 3 0.751963 3 33 0.32281 87 98 119.15
145 1.05518 3 0.924065 3 26 0.276563 71 82 114.951
146 0.388821 4 1.00499 4 29 0.198073 115 150 117.634
147 1.36362 2.38462 0.743093 2 33 0.318226 68 58 118.138
148 1.10138 2.91667 0.677283 3 35 0.468175 82 69 119.775
149 0.560564 4 1.11587 4 30 0.103909 148 145 119.119
150 0.641788 3.16667 0.779684 3 38 0.25435 92 134 123.099
151 0.656287 3 0.790297 3 32 0.341706 82 109 119.133
152 0.625886 3 0.910667 3 27 0.200721 92 94 115.998
153 0.642944 3 0.935816 3 28 0.155021 85 105 115.805
154 0.596978 3 0.791701 3 30 0.28002 81 104 117.108
155 1.14739 2.23077 0.661267 2 26 0.397494 62 48 113.806
156 0.396041 3 0.79955 3 22 0.265209 80 54 110.505
