#second results avg_latency(ms)
0 0 0
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 1 7954.45
8 0 0
9 0 0
10 0 0
11 1 11403.4
12 0 0
13 2 13154.8
14 0 0
15 1 14541.2
16 0 0
17 2 16674.4
18 0 0
19 5 17403.5
20 5 17950.1
21 0 0
22 5 18932.6
23 2 18810.1
24 4 19820.1
25 5 19619.9
26 3 19771.3
27 8 19430.1
28 1 19987.7
29 0 0
30 1 21363.6
31 23 20264.8
32 8 18287.1
33 0 0
34 3 19058
35 44 15654.3
36 12 10504.1
37 0 0
38 1 11656.1
39 1 12630
40 1 13258.5
41 2 13783.5
42 6 13722.2
43 0 0
44 0 0
45 0 0
46 1 17437.8
47 0 0
48 1 18534.8
49 2 19749.9
50 7 19989.2
51 0 0
52 0 0
53 0 0
54 0 0
55 1 23823
56 1 24841.7
57 1 25536.6
58 3 26160.1
59 6 26368.2
60 0 0
61 0 0
62 0 0
63 1 29399.6
64 1 30405.3
65 4 31053.9
66 113 20639.7
67 14 8232.87
68 2 7798.1
69 27 5954.97
70 1 4246.83
71 4 4786.55
72 4 4832.05
73 3 4734.67
74 1 5793.92
75 2 6768.13
76 1 7532.76
77 10 6873.59
78 2 7015.9
79 9 6457.25
80 1 7026.22
81 10 7003.6
82 0 0
83 4 7451.04
84 6 7133.33
85 11 6651.85
86 6 6208.01
87 4 5759.67
88 9 5847.92
89 1 5640.33
90 2 6412.76
91 2 6686.84
92 9 6443.6
93 8 6163.13
94 4 5820.78
95 8 5646.16
96 2 5766.4
97 1 6329.5
98 2 6885.62
99 7 6818.79
100 7 7003.72
101 1 6959.05
102 12 6914.77
103 1 6186.23
104 9 6712.31
105 3 6233.75
106 0 0
107 8 6902.71
108 2 7214.3
109 1 8326.46
110 12 7676.8
111 9 6373.23
112 8 5785.95
113 1 5522.68
114 2 6390.02
115 8 6742.71
116 2 6467.52
117 1 7645.19
118 1 8188.63
119 12 7566.04
120 7 6506.94
121 1 6807.35
122 9 6748.77
123 1 7042.2
124 11 6799.3
125 7 5960.29
126 1 5911.72
127 1 6821.59
128 1 7765.37
129 11 7988.9
130 10 6308.29
131 1 6595.22
132 4 7280.09
133 4 6702.99
134 11 6645.15
135 2 6345.5
136 8 6403.58
137 2 6045.77
138 8 6198.62
139 3 6138.99
140 7 6021.64
141 1 6290.28
142 2 7210.72
143 4 7667.89
144 4 7455.21
145 3 7985.93
146 12 7372.4
147 9 6753.79
148 1 6771.47
149 10 5995.09
150 8 5681.74
151 1 5361.46
152 2 6327.46
153 10 6581.22
154 1 5900.95
155 9 6159.71
156 2 5683.65
157 9 5586.05
158 2 5591.28
159 4 6027.67
160 6 6058.73
161 3 5992.73
162 6 6323.24
163 6 6237.2
164 5 5839.53
165 4 6276.32
166 7 6020.6
167 1 6493.86
168 8 6455.53
169 3 6211.03
170 1 6490.81
171 11 6433.38
172 7 6038.71
173 0 0
174 4 6591.62
175 10 6070.34
176 4 6054.15
177 14 4986.93
178 1 4654.27
179 1 5203.35
180 2 5933.43
181 11 5934.8
182 1 6107.51
183 6 5777.96
184 2 5821.76
185 2 6605.41
186 10 6480.71
187 3 6284.3
188 7 6324.68
189 3 6300.44
190 7 6194.21
191 1 6540.38
192 2 7045.46
193 2 7605.38
194 1 8599.25
195 11 8063.75
196 0 0
197 1 9032.35
198 0 0
199 13 9599.18
