#second results avg_latency(ms)
0 0 0
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 1 6556.96
7 0 0
8 0 0
9 1 9715.28
10 1 10327
11 1 11186.7
12 0 0
13 1 12444.7
14 2 13423.9
15 1 13773
16 1 14994.7
17 6 15291.9
18 4 15412.1
19 1 15272.2
20 2 16490.6
21 3 16863.9
22 2 17093.2
23 2 17890.1
24 4 18197.7
25 7 17915.9
26 3 18396.7
27 3 18379.7
28 11 18070.4
29 4 17931.3
30 17 16561.1
31 49 11368.2
32 0 0
33 0 0
34 0 0
35 1 10056.7
36 4 10703.2
37 6 10856.4
38 0 0
39 0 0
40 0 0
41 0 0
42 1 15137.8
43 1 15892.6
44 3 16386
45 6 16313.3
46 0 0
47 0 0
48 0 0
49 1 19610.9
50 4 20239.2
51 5 20161.2
52 0 0
53 0 0
54 0 0
55 1 23878
56 1 24746.4
57 4 24873
58 105 15379.8
59 4 5205.14
60 8 5123.52
61 2 4799.81
62 7 5292.06
63 8 4779.02
64 2 4261.44
65 4 5157.73
66 10 4540.89
67 3 4332.58
68 11 3857.25
69 4 3359.78
70 0 0
71 1 5046.81
72 4 5463.43
73 5 5076.99
74 1 5757.8
75 1 6713.35
76 3 7227.12
77 8 7137.85
78 3 7059.55
79 11 6637.18
80 2 6559.57
81 12 5933.15
82 6 5142.71
83 8 4907.64
84 4 4604.41
85 7 4212.93
86 4 4503.18
87 6 4151.82
88 3 4495.01
89 7 4674.99
90 2 4809.29
91 4 5024.35
92 8 4587.64
93 3 4474.46
94 7 4526.17
95 2 4723.14
96 2 5142.66
97 8 5610.9
98 3 5529.01
99 8 5275.12
100 3 5044.9
101 9 4614.99
102 2 4782.54
103 8 4655.41
104 4 4630.04
105 6 4385.85
106 3 4869.56
107 7 4921.59
108 3 4753.1
109 8 4770.68
110 3 4576.7
111 8 4438.62
112 2 4612.86
113 2 4986.62
114 7 4811.2
115 1 5486.19
116 1 6064.99
117 8 6363.04
118 6 5955.24
119 2 5843.94
120 13 5470
121 3 4919.3
122 8 4542.24
123 7 4508.82
124 2 4054.56
125 2 4946.3
126 2 5440.82
127 9 5093.36
128 9 4926.86
129 2 4631.1
130 4 5130.47
131 8 4781.69
132 7 4062.4
133 3 4236.97
134 7 4151
135 4 4284.82
136 6 4178.77
137 2 4466.06
138 8 4416.06
139 1 4240.57
140 3 5218.34
141 2 5708.3
142 7 5745.07
143 1 6085.11
144 7 6308.32
145 6 5573.22
146 4 6004.31
147 6 5676.66
148 12 4764.08
149 5 4003.68
150 2 4328.36
151 9 4578.01
152 4 4271.24
153 6 4524.09
154 2 4330.78
155 9 4536.06
156 4 4169.02
157 3 4414.52
158 5 4457.18
159 5 4457.89
160 5 4641.45
161 5 4506.99
162 6 4238.11
163 3 4543.69
164 7 4481.17
165 2 4721.05
166 9 4852.98
167 1 4754.16
168 2 5119.64
169 8 5027.4
170 3 5105.42
171 6 5035.96
172 3 5178.47
173 10 4875.67
174 6 4537.85
175 6 4184.7
176 9 3502.87
177 0 0
178 0 0
179 0 0
180 0 0
181 3 7522.95
182 1 8165.01
183 5 8579.42
184 7 8290.57
185 7 7981.33
186 3 7894.01
187 1 8191.21
188 12 8316.04
189 8 6981.74
190 10 6262.79
191 3 6104.92
192 5 6235.95
193 8 5951.29
194 1 5613.04
195 6 6447.31
196 8 6083.88
