#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 3.64115 1 0.513549 1 1 0.828817 3 0 206.995
1 3.16308 1.2 0.286393 2 1 0.618143 3 0 95.3956
2 2.66847 1.8 0 3 1 1 1 0 96.0778
3 0.980371 3 89.3333 5 1 0 3 0 97.6982
4 0.24039 3.6875 116.913 5 2 0.515943 4 0 97.9404
5 0.454293 3.8 66.6482 3 3 0.146197 12 0 97.6056
6 0.955069 2.63636 49.2692 2 5 0.116704 20 0 98.5488
7 1.20147 2 30.8093 2 8 0.198031 31 0 100.195
8 1.29854 2 15.3725 2 12 0.19122 65 0 103.139
9 1.15053 2 11.2011 2 18 0.203343 95 0 107.374
10 1.3543 2 5.70183 2 27 0.167761 188 0 114.361
11 1.7019 2.5 2.92751 3 41 0.188701 356 0 125.993
12 0.903687 3.4 2.6491 4 55 0.12232 366 0 139.016
13 0.552754 3.4 2.77273 3 56 0.0562887 353 0 139.565
14 3.91113 1.27273 2.04869 1 58 0.0678845 320 0 139.965
15 4.65543 1 0.867207 1 58 0.115559 231 129 138.865
16 4.63861 1 0.501669 1 57 0.636669 10 0 132.13
17 4.49451 1.22222 0.52668 2 43 0.768827 37 13 122.353
18 3.28738 1.2381 0.255438 3 34 0.800623 37 3 116.219
19 1.2341 2.18182 0.0194157 5 26 0.99656 33 15 112.453
20 0.541052 3.6 2.49408 7 18 0.185506 74 26 111.45
21 0.878295 3.54545 3.96738 4 27 0.1753 124 0 115.851
22 0.620084 3 1.92673 4 41 0.216378 249 0 127.139
23 1.3238 2.5625 1.11741 3 56 0.12144 311 118 139.715
24 1.13772 2.17647 0.767608 3 56 0.158257 100 82 137.499
25 0.731922 3 0.767429 3 53 0.478618 133 145 134.538
26 0.570205 3 0.764262 3 43 0.279242 87 99 128.466
27 1.36661 2.5 0.717561 2 36 0.380865 66 60 119.883
28 0.84278 2.6 0.598363 3 37 0.499603 72 66 121.05
29 0.463131 3 1.41847 3 23 0.140937 147 62 113.67
30 1.18886 2.18182 0.755019 2 35 0.437196 80 112 118.38
31 0.580442 3 0.74154 3 33 0.311396 81 95 118.831
32 1.15175 2.54545 0.830796 2 26 0.282529 82 59 113.809
33 0.570275 2.45455 0.776607 3 27 0.262885 87 52 114.742
34 1.05321 2.81818 0.802484 2 23 0.256886 92 65 112.158
35 1.0276 2 1.22118 2 22 0.278197 98 46 110.571
36 1.08211 2 0.874152 2 30 0.304812 87 65 115.804
37 1.13107 2 0.646288 2 32 0.427504 59 47 116.646
38 0.657515 2.5 0.726279 3 27 0.320696 82 51 114.566
39 0.52503 3 1.47439 3 21 0.284786 101 76 111.739
40 1.23175 2.09091 0.552675 2 32 0.5001 78 66 116.246
41 0.808979 2.90909 1.18161 3 25 0.250746 127 68 113.353
42 0.555154 3 0.836842 3 34 0.282959 105 123 119.534
43 1.30725 2.54545 0.815342 2 31 0.317141 86 58 117.124
44 0.849104 2.54545 0.692077 3 35 0.408271 79 64 119.708
45 0.588755 3 1.22734 3 26 0.214604 105 68 114.937
46 1.32438 2.375 0.592613 2 37 0.421637 66 81 120.2
47 0.967605 2.8 0.840847 3 32 0.352288 107 115 118.212
