#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 1.48345 1 0.387303 1 1 0.612697 10 0 125.213
1 1.6361 1.72727 6.10412 2 1 0.389588 5 0 95.3441
2 0.872044 2.30769 18.4504 3 2 0.147809 14 0 96.741
3 0.408461 2 18.0482 3 3 0.298355 17 0 96.8897
4 0.940135 1.88889 14.1733 2 5 0.112139 30 0 98.2284
5 0.642072 1.81818 9.43209 2 8 0.20511 48 0 99.7599
6 0.603435 1 7.66003 2 12 0.144315 66 0 102.997
7 0.835287 1 3.23765 2 18 0.0579507 167 0 107.319
8 0.84731 1 1.77281 2 27 0.227875 210 0 113.617
9 0.957497 1 0.855524 2 41 0.205097 265 7 124.993
10 0.97239 1 0.501676 2 39 0.565426 43 8 120.671
11 0.710443 1 0.595861 2 21 0.593405 64 12 108.295
12 0.687523 1 0.611568 2 14 0.321835 61 13 104.038
13 1.12532 1 0.651583 2 9 0.483686 44 0 100.759
14 0.543055 2.09091 1.7209 3 8 0.110819 62 0 100.805
15 0.881575 1.5 1.86016 2 12 0.0441474 108 0 103.331
16 0.934351 2 1.15985 2 18 0.106212 152 19 107.714
17 0.87962 2 0.871843 2 24 0.304438 83 52 111.57
18 1.07228 2 0.908791 2 23 0.134076 69 37 111.106
19 0.926007 2 0.691585 2 26 0.387089 64 41 112.86
20 0.838438 2 1.73669 2 20 0.12842 102 24 110.63
21 0.724116 2 1.03489 2 30 0.327287 127 43 115.249
22 0.535347 2 0.576813 2 36 0.406194 74 64 118.827
23 1.80904 1.45455 0.368867 1 21 0.825405 34 17 108.686
24 1.43499 1.5 0.587532 2 16 0.524529 78 17 105.667
25 0.772235 2.5 2.22045 3 14 0.133508 90 14 105.627
26 0.303776 3 1.52562 3 21 0.161923 157 42 110.845
27 0.729999 2.09091 0.790132 2 32 0.238622 138 107 117.012
28 0.841147 2 0.52524 2 27 0.515082 58 38 113.344
29 0.686224 2 0.854561 2 14 0.267401 84 20 105.246
30 0.754415 2 1.38687 2 13 0.0772801 95 6 104.196
31 0.753337 2 1.27366 2 20 0.182556 126 29 108.978
32 0.760761 2 0.735578 2 29 0.421725 94 70 114.488
33 0.956076 2 0.794543 2 23 0.296809 77 42 111.398
34 0.9178 2 0.778184 2 21 0.287871 68 32 109.671
35 0.936168 2 1.04191 2 18 0.166399 82 19 107.638
36 0.961683 2 0.870257 2 21 0.141866 91 28 110.081
37 0.808382 2 1.3392 2 21 0.115435 124 25 110.346
38 0.508227 2 0.636294 2 32 0.418868 92 65 116.065
39 1.27308 1.5 0.486288 1 21 0.544543 56 20 108.883
40 0.384166 1.68421 0.852918 2 15 0.575334 78 18 104.27
41 1.73602 1.09091 0.363476 1 14 0.604915 53 21 103.074
42 1.05027 1.45455 1.27523 2 11 0.659049 45 3 101.921
43 0.582425 2 1.15743 2 16 0.156266 135 0 105.82
44 0.648608 2 0.632921 2 21 0.357906 84 53 109.086
45 0.724026 2 1.46506 2 14 0.262533 92 29 105.038
46 0.52573 2 1.08298 2 21 0.217611 123 41 109.59
47 2.25158 1.2 0.449989 1 26 0.567873 28 27 110.813
48 1.56235 1.27273 0.236334 2 20 0.861347 33 11 107.229
49 0.840326 2.18182 1.67362 3 15 0.131021 110 0 106.667
50 0.401679 3 1.07485 3 22 0.145105 185 26 111.356
51 0.64355 2.45 1.06519 2 27 0.201744 156 69 113.905
52 0.908944 2 0.737408 2 33 0.394969 79 79 116.956
53 0.568847 2 0.545611 2 27 0.553199 67 40 113.558
54 0.768541 2 0.997658 2 15 0.226342 82 21 106.197
55 0.506943 2 0.816304 2 17 0.227156 85 32 106.728
56 2.72712 1.8 0.901525 1 15 0.0861574 83 11 105.165
57 2.14109 1.22727 0.12965 2 19 0.879859 11 0 106.112
58 1.09996 1.3 0.240002 3 14 0.928729 37 9 104.282
59 0.421476 3 7.15668 4 9 0.127605 38 0 103.115
60 0.988738 2.81818 5.21878 2 14 0.113887 78 0 104.94
61 0.917101 2 2.28218 2 21 0.160457 182 0 110.019
62 0.806462 2 1.88175 2 32 0.181212 186 0 117.951
63 0.818744 2 1.38141 2 48 0.102801 277 9 131.609
64 0.769555 2 0.703082 2 57 0.315335 121 104 135.713
65 0.942258 2 0.555953 2 43 0.574614 58 52 124.247
66 0.958464 2 0.578154 2 28 0.579546 66 45 113.822
67 0.579323 2 1.11223 2 19 0.378716 82 10 108.873
68 0.402274 2 0.779945 2 24 0.193448 88 48 111.154
69 1.61086 1.47368 0.466723 1 20 0.592574 53 37 106.533
70 0.824515 1.18182 0.761487 2 15 0.532494 81 9 104.422
71 0.701866 2 1.03644 2 12 0.0246638 94 23 103.027
72 0.802313 2 1.02402 2 14 0.191041 82 16 104.364
73 0.683422 2 1.11852 2 16 0.0693336 92 19 105.612
74 0.599634 2 1.35435 2 20 0.158044 124 19 108.994
75 0.989491 2 0.910657 2 30 0.428886 99 61 114.288
76 0.914518 2 0.627022 2 32 0.468714 75 58 116.219
77 1.03583 2 1.15824 2 22 0.190245 60 27 111.428
78 0.963233 2 0.70826 2 29 0.345794 76 54 114.378
79 0.923124 2 0.939961 2 24 0.25195 74 34 112.792
80 0.907748 2 0.864092 2 25 0.111539 92 36 112.308
81 0.849236 2 1.11983 2 24 0.293934 102 52 111.698
82 1.0126 2 0.783628 2 31 0.355593 80 62 115.679
83 0.906438 2 0.768755 2 28 0.356583 72 44 114.485
84 0.903322 2 0.911825 2 24 0.223328 76 40 112.255
85 0.910031 2 0.673295 2 24 0.361849 70 31 111.506
86 0.810149 2 1.64052 2 18 0.135263 92 30 107.975
87 0.817092 2 0.990238 2 27 0.298581 106 57 113.449
88 0.933587 2 0.763126 2 30 0.340631 73 62 115.254
89 0.867254 2 0.854611 2 26 0.325265 62 44 112.764
90 0.769578 2 0.853033 2 25 0.388184 89 29 112.712
91 0.71474 2 0.834992 2 23 0.161652 72 41 111.571
92 0.756838 2 0.786938 2 20 0.271803 79 25 108.981
93 0.866161 2 1.43694 2 17 0.193165 103 31 106.415
94 0.821547 2 1.01263 2 26 0.361366 109 42 112.325
95 0.84792 2 0.793759 2 30 0.241636 79 69 114.892
96 0.944844 2 0.746317 2 26 0.36694 64 43 112.755
97 0.789072 2 0.897822 2 22 0.402655 89 15 111.094
98 0.80348 2 0.845398 2 22 0.111609 92 34 110.48
99 0.814428 2 0.699642 2 20 0.338796 73 37 108.351
100 0.809261 2 1.76101 2 15 0.131973 92 27 105.448
101 0.841903 2 1.10527 2 23 0.244731 112 45 111.206
102 0.955609 2 0.912442 2 29 0.342371 77 63 114.08
103 0.842032 2 0.739746 2 30 0.288265 81 58 114.891
104 0.883178 2 0.780227 2 24 0.274904 59 40 111.482
105 0.852174 2 1.0723 2 20 0.211873 76 21 108.864
106 0.842588 2 0.770609 2 24 0.310646 90 37 111.972
107 0.867489 2 1.4736 2 20 0.144848 100 35 109.682
108 1.04796 2 1.1197 2 30 0.322849 94 37 115.013
109 1.02139 2 0.736455 2 38 0.418723 72 68 121.088
110 1.04291 2 0.869339 2 33 0.390874 66 52 119.495
111 0.953187 2 0.778083 2 34 0.304631 63 47 118.504
112 0.719833 2 0.816965 2 30 0.248475 79 37 116.325
113 0.600353 2 1.06247 2 26 0.27768 112 56 113.035
114 0.849613 2 0.720582 2 31 0.409391 70 73 115.156
115 0.885369 2 0.78409 2 24 0.315584 76 34 111.55
116 0.88952 2 0.855926 2 21 0.373136 75 22 109.503
117 0.427462 2 0.876485 2 20 0.114332 96 26 108.792
118 2.43363 1.45 0.676819 1 19 0.339049 79 18 107.227
119 1.1725 1.08333 0 2 18 0.959369 0 0 105.212
120 0.698081 2.1 1.79864 3 12 0.3251 86 9 103.347
121 0.603394 2.5 1.6195 2 18 0.0255078 157 0 107.395
122 0.617937 2 0.790009 2 27 0.251469 153 57 113.326
123 0.476526 2 0.647571 2 23 0.377207 75 38 110.183
124 1.17469 1.45 0.691649 1 16 0.334405 69 31 105.216
125 0.474221 2 0.683875 2 14 0.375764 102 33 103.852
126 1.59075 1.5 0.694291 1 10 0.402027 64 6 100.475
127 1.12663 1.3 0.733564 2 10 0.414337 58 3 101.045
128 0.347386 2.25 1.8756 3 9 0.0259965 75 0 101.487
129 0.706169 2.52381 1.96532 2 14 0.0441828 168 0 104.626
130 0.860711 2 1.49433 2 21 0.300099 154 1 109.191
131 0.927183 2 0.936088 2 32 0.319793 154 45 116.908
132 0.870022 2 0.673089 2 34 0.312081 79 61 117.926
133 0.764836 2 0.757877 2 24 0.298201 70 40 112.299
134 0.573936 2 0.734885 2 20 0.337609 73 29 108.922
135 0.618058 2 1.318 2 16 0.246418 112 24 106.108
