#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 3.54207 1 0.317756 1 1 0.841122 4 0 181.566
1 2.99265 1.16667 0.309209 2 1 0.536187 2 0 95.5709
2 2.75295 1.63636 12.3317 3 1 0.637302 2 0 96.2469
3 1.87825 2.75 31.5396 4 2 0.170055 5 0 97.6949
4 0.930579 2.8 50.7857 5 3 0.179704 10 0 98.7754
5 0.610315 2.72727 35.0362 5 5 0.368766 16 0 99.5131
6 1.08922 2.09091 24.4622 3 8 0.186383 30 0 101.173
7 0.757936 2.2 12.9386 3 12 0.241515 59 0 103.993
8 0.741893 2.72727 9.90425 3 18 0.248862 85 0 108.361
9 0.730251 2.90476 6.30527 3 27 0.0983291 184 0 115.046
10 1.34272 2 3.13411 2 41 0.0752998 341 0 126.197
11 0.891363 2.75 2.25564 3 56 0.221985 355 0 137.808
12 1.19321 2.55556 1.85647 2 57 0.0689681 347 0 139.516
13 4.43228 1.81818 1.30861 1 58 0.0751708 274 0 140.238
14 4.16239 1 0.692631 1 58 0.24917 95 65 136.805
15 4.07433 1 0.578471 1 57 0.796905 1 0 130.825
16 3.54519 1.2 0 2 48 0.958333 0 0 124.351
17 3.08836 1.18182 0.255116 3 36 0.891869 29 15 117.641
18 1.14047 2.36364 0.724859 5 27 0.326128 111 33 115.871
19 0.692523 2.70588 1.49165 6 24 0.246154 111 58 114.376
20 0.602229 3.06667 1.55208 4 36 0.147225 211 62 123.217
21 1.15771 2.2 0.906562 3 54 0.290027 155 108 136.27
22 0.73277 2.81818 0.642768 4 55 0.347965 79 99 135.199
23 0.672826 3 0.60562 4 38 0.514157 62 88 123.927
24 0.601161 3 1.3113 4 25 0.313232 118 20 115.107
25 0.546954 3.09524 1.55741 3 38 0.155686 191 62 124.023
26 1.17145 2.16667 0.828123 2 57 0.413058 94 144 135.831
27 1.26101 2 0.547384 2 56 0.600268 42 23 132.697
28 1.06217 2.5 0.61764 3 45 0.475848 91 115 127.313
29 0.297717 3.54545 0.741009 4 36 0.318929 109 91 122.167
30 1.06527 3.23077 0.729201 2 29 0.347507 88 106 115.12
31 0.999825 2 0.681201 2 26 0.431509 63 37 113.172
32 1.09527 2 1.46151 2 21 0.198858 85 33 109.867
33 1.0642 2 0.890565 2 32 0.403063 90 63 117.06
34 0.9867 2 0.736149 2 35 0.363503 71 74 118.856
35 1.01854 2 0.748651 2 30 0.318634 70 46 115.576
36 1.02912 2 0.731196 2 26 0.415355 65 44 113.559
37 1.0918 2 0.8298 2 23 0.29087 78 34 111.513
38 1.01229 2 0.816496 2 23 0.221918 74 37 111.279
39 1.12353 2 0.863883 2 22 0.1699 89 26 111.034
40 1.26531 2.54545 1.15858 3 23 0.253656 132 42 112.51
41 0.392149 3.6 0.818959 4 32 0.232415 131 110 119.339
42 1.10059 3.54545 0.831451 2 29 0.22162 100 96 116.287
43 0.611364 2.52381 1.29534 3 29 0.263793 110 68 115.788
44 1.14601 2.09091 0.688872 2 43 0.522403 56 86 124.53
45 0.733053 2.81818 0.732666 3 38 0.382803 98 107 123.658
46 0.639461 3 0.809019 3 30 0.319468 77 77 117.77
47 0.61642 3 0.892934 3 26 0.281501 105 73 114.494
48 1.09284 2.7 0.835351 2 26 0.209461 88 55 113.563
49 1.15135 2 0.764677 2 26 0.259134 71 44 112.978
50 0.723865 3 1.15851 3 25 0.237718 128 69 113.047
51 0.472117 3 0.780733 3 33 0.275832 99 112 118.985
52 0.880034 2.6 0.714168 2 28 0.284428 76 61 113.953
