#second results avg_latency(ms)
0 0 0
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 1 9026.31
10 0 0
11 0 0
12 1 12378.4
13 0 0
14 1 13632.2
15 0 0
16 1 16191.8
17 1 16274.6
18 1 17419
19 2 18000.1
20 2 19051.1
21 2 19635.3
22 3 19916.6
23 1 20690.3
24 0 0
25 6 21418.7
26 2 22081.9
27 3 22292
28 6 22245.4
29 2 22690.5
30 10 22917.9
31 4 22079.3
32 1 22477.7
33 10 22646
34 31 19596.8
35 1 17721.6
36 2 18084.2
37 10 17761.6
38 18 15862.1
39 2 14870.3
40 31 12889
41 3 10653.8
42 13 9979.53
43 1 9360.27
44 4 9962.18
45 2 10339.5
46 3 10264.9
47 0 0
48 0 0
49 0 0
50 0 0
51 1 15670.5
52 0 0
53 2 17006.2
54 1 17879.1
55 6 18107.2
56 0 0
57 0 0
58 0 0
59 1 21444.8
60 1 22521.3
61 3 22870
62 7 22590.6
63 0 0
64 1 24273.5
65 2 24903.6
66 97 16085.7
67 10 5872.49
68 7 5044.95
69 9 4723.47
70 2 4776.03
71 2 5295.42
72 2 5566.93
73 6 6035.69
74 10 5492.02
75 3 5197.05
76 8 5095.92
77 3 5023.21
78 7 4927.7
79 3 5135.62
80 6 5052.59
81 5 4782.46
82 3 5009.52
83 7 4945.32
84 3 5418.41
85 8 4881.57
86 2 4927.03
87 8 4792.36
88 6 4832.31
89 3 4558.38
90 4 5187.75
91 6 5004.27
92 3 4931.93
93 4 5419.37
94 7 5171.89
95 7 4816.82
96 3 4971.65
97 7 4990.13
98 3 4882.14
99 8 4679.03
100 2 5078
101 7 4648.81
102 1 5337.05
103 9 5160.94
104 2 5149.87
105 2 5555.4
106 8 5343.54
107 3 5479.22
108 2 5995.94
109 9 5786.24
110 8 5207.76
111 3 5178.93
112 1 6131.05
113 7 5784.19
114 3 5976.82
115 10 5974.27
116 3 5104.24
117 7 5217.17
118 7 4917.95
119 2 5017.79
120 3 5651.04
121 7 5395.85
122 9 5042.19
123 2 4756.75
124 4 5201.6
125 9 4860.39
126 3 4860.91
127 5 4894.27
128 3 5362
129 8 5221.06
130 2 4965.39
131 9 4940.55
132 3 4609.51
133 7 4672.88
134 9 4105.47
135 1 3965.21
136 3 4719.67
137 8 4412.96
138 3 4506.45
139 7 4559.9
140 1 4833.22
141 3 5292.56
142 7 5230.45
143 3 5279.58
144 3 5708.69
145 7 5403.77
146 2 5804.23
147 10 5506.3
148 8 4848.18
149 3 5037.4
150 7 4693.6
151 3 4894.68
152 4 5311.63
153 6 5123.58
154 9 4681.56
155 1 4430.42
156 3 4982.46
157 8 5085.89
158 3 4832.17
159 7 4861.86
160 3 5076.32
161 6 4976.48
162 3 5010.35
163 6 5441.39
164 3 5174.69
165 3 5724.81
166 9 5590.31
167 3 5350.11
168 10 5100.21
169 8 4309.46
170 3 4224.47
171 7 4146.08
172 2 4177.6
173 6 4366.43
174 3 4037.95
175 3 4722.87
176 4 5370.45
177 7 5199.68
178 7 4833.15
179 3 5011.64
180 4 4978
181 7 4803.58
182 7 4555.63
183 4 4650.73
184 6 4420.75
185 3 4679.91
186 5 4869.26
187 4 4828.87
188 3 5154.01
189 8 4953.29
190 3 5137.48
191 7 5047.9
192 2 4944.09
193 4 5467.26
194 8 4990.22
195 8 4842.35
196 2 4534.39
197 9 4755.9
198 4 4492.89
199 3 4795.09
200 6 4277.62
201 3 4764.8
202 7 4450.93
203 3 4763.3
204 6 4835.68
205 3 4933.28
206 6 5218.74
207 3 4935.69
208 3 5365.63
209 7 5731.15
210 6 5344.19
211 5 5046.93
212 3 5436.54
213 8 5244.2
214 2 5306.39
215 5 5533.91
216 5 5233.91
217 2 5569.29
218 9 5789.72
219 4 5678.95
220 7 5027.33
221 7 4998.98
222 2 4779.77
223 3 5170.43
224 7 5594.02
225 3 5611.56
226 8 5577.13
227 3 5474.38
228 9 5206.24
229 3 4870
230 6 4872.57
231 3 5032.24
232 10 4595.24
233 2 4565.13
234 6 4500.3
235 2 5016.97
236 6 5431.03
237 4 5056.51
238 2 5553.15
239 9 5341.48
240 3 5399.52
241 2 5613.69
242 15 4958.83
243 1 4971.44
244 3 5377.89
245 8 4919.09
246 3 5012.72
247 8 4830.82
248 1 5037.94
249 6 5271.31
250 5 5136.04
251 4 5230.25
252 5 5278.5
253 4 5455.72
254 6 5453.08
255 4 5297.87
256 7 5205.19
257 3 5512.54
258 7 5019.97
259 3 5207.8
260 8 4915.69
261 2 5064
262 3 5740.74
263 11 5083.27
264 6 4523.95
265 3 4762.33
266 5 5093.3
267 4 4852.49
268 2 5171
269 5 5598.73
270 7 5464.87
271 7 5095.15
272 1 5385.85
273 9 5390.36
274 7 4934.6
275 3 4413.18
276 3 5075.57
277 4 5344.83
278 7 5021.4
279 7 4933.44
280 3 4819.3
281 7 4817.21
282 2 5093.97
283 2 5488.68
284 7 5559.25
285 3 5714.1
286 9 5485.88
287 2 5139.72
288 8 5075.38
289 6 5182.11
290 4 4782.18
291 3 5144.81
292 2 5939.22
293 9 5647.55
294 4 5488.34
295 4 5273.19
296 3 5768.74
297 8 5563.34
298 3 5683.3
299 9 5510.63
300 8 4699.52
301 3 4632.11
302 3 5289.95
303 5 4968.29
304 3 5291.29
305 7 5534.26
306 2 5625.09
307 2 5847.77
308 10 5893.44
309 5 5850.22
310 4 5446.01
311 2 5873.96
312 11 5524.57
313 2 5410.81
314 6 5201.78
315 3 5615.97
316 10 5244.84
317 7 4589.06
318 2 4695.25
319 3 5350.36
320 8 4973.04
321 4 5141.64
322 6 4819.49
323 2 5388.32
324 8 5224.39
325 2 5051.01
326 2 5986.55
327 1 6454.44
328 17 5647.3
329 3 4684.76
330 8 4745.93
331 6 4280.5
