#second results avg_latency(ms)
0 0 0
1 0 0
2 1 2466.27
3 1 3739.48
4 0 0
5 1 5189.92
6 1 6743.97
7 0 0
8 1 8380.25
9 0 0
10 1 10110.4
11 0 0
12 2 12197.8
13 0 0
14 0 0
15 2 14673.3
16 0 0
17 0 0
18 2 17079.4
19 0 0
20 0 0
21 1 19592
22 1 20144
23 1 21107.9
24 0 0
25 2 23076.2
26 1 24034.5
27 0 0
28 1 25895.8
29 1 26381.6
30 1 27008.2
31 1 28021.3
32 2 28713.6
33 2 29221.8
34 1 30381
35 1 31058.1
36 2 31537.4
37 1 31821.5
38 2 32913.3
39 3 33546.6
40 1 34021.2
41 7 34155.7
42 2 34202.7
43 2 34896.2
44 6 34988.8
45 3 35259.3
46 5 35349.4
47 4 35389.5
48 8 35391.3
49 4 34922.8
50 6 35265
51 6 35204.7
52 3 35062
53 0 0
54 13 35522.1
55 3 34773.1
56 9 34484.1
57 2 34611.9
58 1 34959.1
59 7 34944.4
60 2 35457.2
61 11 35194.7
62 1 35111.7
63 14 34784
64 2 33618.8
65 9 33796.6
66 1 34199.7
67 8 33924.1
68 10 33030.3
69 5 32240.3
70 2 32868.8
71 6 33107.5
72 1 33582.2
73 9 33494.2
74 1 33844.9
75 11 32968.3
76 2 32926.1
77 3 33418.1
78 5 33226.5
79 11 33243.8
80 9 31889.1
81 2 31668.2
82 11 31416.3
83 14 29851
84 20 27436.3
85 9 25943.1
86 1 25488.1
87 14 25393.9
88 16 23106.4
89 13 21485.3
90 18 19228.6
91 12 17355.1
92 9 15793.6
93 12 15232.9
94 31 11736.3
95 12 8606.85
96 19 6516.85
97 11 4308.7
98 7 3414.58
99 9 2909.36
100 1 3212.77
101 10 2615.46
102 1 3188.74
103 7 2989.58
104 2 2697.25
105 3 3607.54
106 7 3572.89
107 5 3524.5
108 6 2900.7
109 1 3428.38
110 10 3562.39
111 1 3696.86
112 7 3847.3
113 4 3451.39
114 3 3883.25
115 7 3967.33
116 2 3853.14
117 3 4434.87
118 8 3979.88
119 7 4010.27
120 3 3468.63
121 4 4054.79
122 7 3861.84
123 3 4321.41
124 2 4647.84
125 7 4426.65
126 3 4564.95
127 4 4916.43
128 4 4892.44
129 2 5533.56
130 3 6024.71
131 9 6011.87
132 0 0
133 9 6169.07
134 2 5844.46
135 1 6493.26
136 5 6931.56
137 4 7010.15
138 10 6291.88
139 3 6550.19
140 6 6173.73
141 3 6742.88
142 13 5895.33
143 5 4925.3
144 3 5173.38
145 8 5187.68
146 8 4914.66
147 10 3875.21
148 5 3350.6
149 3 3670.7
150 1 4411.24
151 1 5106.54
152 3 5688.33
153 2 6028.31
154 6 6352.75
155 1 6765.89
156 2 7030.21
157 11 7114.4
158 1 6869.8
159 10 6909.96
160 3 6354.71
161 7 6363.76
162 3 6378.1
163 8 6235.66
164 11 5331.11
165 3 4971.98
166 5 5279.26
167 9 4540.68
168 1 4725.48
169 3 5375.02
170 8 5040.99
171 4 4851.58
172 16 3850.7
173 4 3010.01
174 4 3163.94
175 3 3457.32
176 6 3459.65
177 9 3164.78
178 1 3418.42
179 2 3764.68
180 9 3968.25
181 1 3754.29
182 2 4227.69
183 6 4666.3
184 0 0
185 0 0
186 0 0
187 1 8051.32
188 2 8798.85
189 3 8800.13
190 5 9574.39
191 0 0
192 1 10569.1
193 4 11039.7
194 4 11376.1
195 2 11511.5
196 0 0
197 1 13573.3
198 3 14082.6
199 6 14023.1
200 1 14554.3
201 0 0
202 0 0
203 0 0
204 1 18595.3
205 1 19521.2
206 0 0
207 2 20559.3
208 1 21307.1
209 7 22026.3
210 1 21921.8
211 1 22951.1
212 18 22025.9
213 2 20642.4
214 3 21125.9
215 2 21944.4
216 9 21945.6
217 1 21502.6
218 1 22669.8
219 2 23064.7
220 1 23689
221 11 23480.4
222 1 23603.9
223 7 23701.3
224 9 23467.7
225 7 22394.3
226 1 23006.7
227 3 23230.8
228 1 23927.1
229 2 24303.1
230 16 23767.8
231 2 23117.5
232 1 23865.8
233 1 24243.8
234 20 23437.6
235 11 21038.6
236 1 21334.9
237 10 20979.7
238 10 20134.9
239 3 19901.7
240 2 20588.1
241 7 20299.5
242 2 20190.6
243 20 19288.6
244 1 17816.7
245 30 16163.5
246 15 12910.5
247 6 11020.3
248 7 11031.7
249 5 10717.4
250 38 7389.25
251 6 4410.73
252 6 4182.3
253 1 4373.29
254 9 4514.26
255 4 4290.77
256 5 4274.92
257 1 4148.85
258 4 5254.26
259 8 4730.75
260 3 4619.41
261 7 4361.48
262 3 4715.91
263 7 4940.32
264 1 4453.01
265 3 5247.99
266 8 5296.36
267 10 4793.49
268 3 4192.88
269 2 5055.48
270 6 5250.13
271 2 5411.68
272 2 5746.13
273 7 5614.43
274 1 6182.38
275 2 6779.03
276 8 6554.83
277 0 0
278 1 7654.12
279 1 8389.5
280 10 8560.35
281 1 8282.63
282 4 8913.4
283 6 8926.77
284 1 9666.7
285 10 9536.66
286 1 9508.47
287 28 7378.55
288 3 5112.83
289 9 4996.69
290 3 4655.29
291 7 4835.75
292 4 4630.11
293 8 4421.19
294 3 4389.42
295 13 3704.83
296 2 2949.47
297 2 3732.38
298 3 4181.35
299 17 3494.4
300 0 0
301 2 3506.23
302 5 3682.51
303 3 3655.04
304 3 4456.2
305 3 4824.81
306 7 4397.26
307 7 4350.73
308 4 4218.29
309 6 4262.68
310 4 4066.7
311 8 4116.15
312 6 3480.19
313 6 3325.01
314 7 2968.19
315 1 3446.95
316 5 3598.67
317 6 3653.64
318 4 3616.23
319 6 3646.45
320 4 3842.6
321 1 4004.68
322 5 4235.64
323 0 0
324 3 5774.9
325 2 6286.35
326 6 6361.71
327 0 0
328 0 0
329 1 8654.38
330 6 8978.44
331 2 9289.54
332 2 9447.2
333 0 0
334 0 0
335 1 12700.7
336 3 13273.4
337 3 13701.9
338 3 13956.6
339 0 0
340 0 0
341 1 17020.9
342 1 17735.5
343 3 18278.8
344 2 18717.1
345 2 18657.3
346 1 19592.3
347 0 0
348 0 0
349 1 22162.4
350 2 23250.4
351 3 23939.4
352 3 24349
353 24 22757.7
354 4 20614.7
355 7 20789.3
356 4 20373.1
357 1 20707.7
358 2 21559.8
359 8 21650.5
360 2 21489
361 2 22366.1
362 10 22278.9
363 6 21242.3
364 2 21514.8
365 3 22270.6
366 6 22277.6
367 1 22273.2
368 9 22243
369 1 22336.5
370 10 22765.2
371 8 21651.6
372 2 21846.4
373 2 22073.4
374 4 22789.9
375 7 22555.7
376 2 22894.8
377 10 22145.3
378 4 22291.6
379 4 22716.2
380 2 22473.9
381 6 22595.1
382 5 22643.6
383 11 21998.2
384 2 21846.7
385 7 21868.6
386 22 20062.1
387 0 0
388 11 18963.5
389 9 17936.8
390 4 17488.6
391 20 16025.2
392 8 14406.4
393 9 13606.6
394 1 13224.2
