#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 4.68224 1 2.76604 1 1 0.288732 10 0 84.7228
1 3.50669 1.09434 5.91167 2 2 0.0393834 27 0 77.1036
2 2.16951 1.17021 9.08162 3 3 0.0370104 39 0 78.1925
3 1.8692 2.33333 8.2044 4 5 0.0340852 72 0 79.697
4 1.04029 3.05556 18.3673 5 8 0.113694 103 0 81.8948
5 0.194947 4.88889 17.1427 5 12 0.0904682 167 0 83.9126
6 0.618546 2.03636 8.64473 3 18 0.0127799 400 0 86.8769
7 1.05832 2.01923 3.93838 2 27 0.023252 871 0 91.5786
8 0.897252 2 1.71463 2 41 0.0198827 1799 0 100.735
9 0.908589 2 1.22045 2 57 0.0371371 1494 0 111.488
10 3.24633 1.07547 0.383093 1 58 0.597947 367 86 106.737
11 3.24393 1 0.166803 1 44 0.889672 78 27 97.2027
12 3.53702 1.07407 0.205994 2 33 0.860788 100 27 91.7251
13 2.57396 1.15909 0.489689 3 25 0.504636 171 42 90.0089
14 0.980771 2.03774 1.64256 5 19 0.0871347 343 37 88.8622
15 0.625862 2.80769 2.03365 5 29 0.0169925 675 0 94.5874
16 0.663828 2.72222 1.01454 3 44 0.0634198 1226 153 102.89
17 0.35712 3 0.379994 3 51 0.62481 294 447 103.535
18 0.906098 2.15686 0.633096 2 26 0.500969 287 185 90.1816
