#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 3.46137 1 0.000297312 1 1 0.999901 2 0 280.42
1 3.31461 1.27273 15.2861 2 1 0.209338 3 0 156.025
2 1.46566 1 5.88952 3 2 0.197508 10 0 156.356
3 1.36018 2.5 5.72115 4 3 0.142866 35 0 156.599
4 0.679812 2.58333 17.4958 5 5 0.168167 23 0 156.921
5 0.726447 1.8 20.4011 4 8 0.157914 24 0 157.454
6 0.98894 1.11111 8.60055 3 12 0.113858 60 0 157.768
7 0.787563 1.90476 4.6621 3 18 0.109278 136 0 158.411
8 0.765101 2 3.15948 3 27 0.30963 164 0 159.23
9 0.723025 2 1.97401 3 41 0.313729 236 0 160.518
10 0.907232 2.09091 0.949827 2 57 0.0665241 365 87 152.582
11 9.98904 2 0.408125 2 57 0.668221 48 21 134.727
12 14.7597 2 0.393797 2 43 0.856111 25 21 136.395
13 1.28733 1.47059 0.266963 3 32 0.948273 39 15 137.842
14 0.980139 2 0.89036 4 24 0.32265 125 55 140.151
15 3.36422 2.5 0.817422 4 25 0.159341 135 52 141.542
16 0.768759 2.45455 0.436622 6 29 0.615716 74 49 141.766
17 0.755484 2.15789 1.58142 6 15 0.247997 108 35 144.38
18 1.08247 1.81818 1.25464 5 23 0.122019 171 7 142.074
19 1.23569 2.3 0.661475 6 32 0.400462 78 75 145.845
20 0.825506 1.72727 0.70273 8 29 0.47062 67 38 143.558
21 0.826728 2.9 0.884159 7 22 0.211786 92 56 146.574
22 0.672939 3 2.03113 7 21 0.136248 121 42 155.813
23 0.714888 1.90909 1.4991 5 32 0.352842 142 6 169.485
24 0.736332 1.7 0.701938 4 48 0.337464 103 110 171.392
25 0.76133 2 0.609479 3 36 0.392241 55 35 168.634
26 0.767222 2.04762 0.841809 3 23 0.473956 83 59 167.781
27 0.841926 1.5 0.810254 3 21 0.315078 72 64 168.214
28 1.00981 1.4 0.788262 3 19 0.213364 52 26 167.44
29 0.949944 1.5 0.740922 3 17 0.312874 57 22 167.556
30 0.791446 1.6 0.843177 3 14 0.175291 67 13 167.5
31 0.820102 1 1.1227 3 13 0.104796 81 4 167.25
32 1.8632 1.4 0.75919 3 17 0.494172 52 12 166.873
33 0.824003 2 0.937214 5 18 0.296147 70 25 168.111
34 0.892401 1.42105 1.204 5 19 0.0978393 116 6 162.045
35 0.874908 1 0.558672 5 26 0.492382 54 30 156.02
36 0.801024 2.25 0.868161 5 15 0.547917 70 14 154.805
37 0.865156 1.72727 1.51716 5 14 0.123041 66 21 155.111
38 0.689722 1.4375 1.18407 5 21 0.113026 131 8 156.789
39 0.953675 1.36364 0.587268 4 28 0.459008 73 35 157.054
40 0.593744 1 0.732582 4 19 0.407912 56 15 155.964
41 0.974698 1 0.473828 3 15 0.623809 46 8 154.776
42 1.41096 1.81818 1.7489 3 8 0.556304 36 0 154.084
43 0.730305 2 2.53363 4 12 0.192071 59 0 155.327
44 1.00754 2.41667 1.76563 3 18 0.0772533 139 0 156.435
45 0.833397 2.55 1.39402 3 27 0.110473 170 55 157.674
46 0.72324 2.90909 0.889443 3 41 0.278848 142 130 155.905
47 0.801699 2.45455 0.662981 3 40 0.380404 73 85 147.812
48 0.769566 2.90909 0.810264 3 28 0.39226 75 81 145.268
49 0.666703 2.81818 1.08133 3 25 0.397095 89 28 144.546
50 0.78896 2.72727 0.853966 3 31 0.221684 98 96 146.068
51 0.684427 2.90909 1.06543 3 29 0.135569 98 52 146.073
52 0.941971 2.90476 0.833312 3 35 0.389652 113 87 147.481
53 1.11596 3 1.52513 3 32 0.169304 86 80 146.787
54 1.01855 3 0.866246 3 48 0.446226 91 133 149.568
55 0.714971 3.72727 0.833282 4 48 0.345022 100 140 150.665
56 0.605614 4 0.881318 4 42 0.390922 91 111 149.932
57 0.852842 3.45455 1.48074 3 41 0.191349 112 134 148.959
58 0.800329 3 0.930135 3 56 0.422898 103 146 151.035
59 0.811857 3 0.719572 3 56 0.388802 76 119 158.259
60 0.670859 3 0.770101 3 43 0.488267 81 86 158.867
61 0.823569 3 0.944038 3 35 0.277298 86 78 157.676
62 0.924387 3 0.842239 3 37 0.267922 76 78 158.421
63 0.837848 3 1.57873 3 34 0.222683 112 82 158.482
64 0.665106 3 1.00857 3 51 0.413081 134 101 160.447
65 0.2821 3 0.676059 3 56 0.402144 100 120 160.778
66 1.26853 2.4 0.628964 2 40 0.462676 66 59 158.792
67 1.15791 2.45455 0.467343 3 36 0.657204 53 71 157.598
68 0.362908 3.72727 0.974017 4 24 0.296143 134 54 157.213
69 0.752092 2.95238 1.25185 2 26 0.0814845 176 81 156.949
70 0.746719 2 0.696412 2 37 0.372773 106 69 158.276
71 1.36978 2 0.553733 2 28 0.648799 50 46 148.424
72 0.899156 2.72727 1.0155 3 23 0.316367 87 41 154.006
73 0.497931 2.8 0.79147 3 26 0.256131 131 51 158.39
74 0.651736 2.36842 0.996248 2 22 0.133924 137 74 159.751
75 1.21859 1.77778 0.598079 2 25 0.45538 50 37 160.88
76 0.832199 2.63636 0.901523 3 21 0.404008 89 33 159.933
77 0.663244 2.72727 1.29606 3 21 0.15691 107 24 160.12
78 1.13316 2.38095 0.87937 2 31 0.193002 104 91 161.739
79 0.670382 2.75 1.31014 3 34 0.256765 113 68 164.306
80 1.05008 2 0.669853 2 51 0.454628 69 105 166.708
81 1.05652 2 0.533296 2 43 0.643896 52 56 165.268
82 1.04975 2 0.803377 2 29 0.497192 68 36 162.827
83 1.16909 2 0.863904 2 27 0.363623 68 42 147.862
84 1.41576 2.61905 0.58457 3 29 0.360868 50 22 142.055
85 0.777459 2 0.568882 5 25 0.707844 83 38 141.755
86 1.23396 2.5 1.00538 4 15 0.13529 125 5 141.564
87 0.888221 2.8 1.59874 5 19 0.352897 80 8 141.461
88 4.15976 2.33333 0.979464 5 29 0.475467 186 4 141.076
89 0 -nan 10.1807 7 38 0.958335 7 0 137.654
90 0.782778 4.61404 1.51385 4 55 0.082816 862 134 461.537
91 0.823997 2.18182 0.838945 2 57 0.17504 257 363 188.811
92 0.777708 2 0.549483 2 52 0.483357 57 44 188.289
93 0.689377 2 0.433823 2 30 0.698423 61 51 188.213
94 1.0439 1.94737 0.725592 2 15 0.326556 59 31 188.754
95 0.750538 2 1.95508 2 13 0.206218 84 13 188.944
