#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 3.24553 1 0.428498 1 1 0.857167 3 0 225.789
1 2.29165 1.23077 3.4 2 1 0 5 0 153.341
2 1.2732 1.2 6.71348 3 2 0.431056 8 0 153.753
3 0.917143 2 16.1295 4 3 0.154851 15 0 154.196
4 0.650493 2.8 17.4429 4 5 0.184084 21 0 154.183
5 0.645503 2 16.2298 3 8 0.0980128 35 0 154.604
6 1.01462 1.7 6.99313 2 12 0.105425 84 0 155.128
7 0.999204 2 3.74442 2 18 0.171822 153 0 155.677
8 0.935163 1.8 2.56133 2 27 0.199605 194 0 157.003
9 0.811399 1.95455 1.71444 2 41 0.0727298 337 0 159.181
10 1.03984 2 0.944671 2 57 0.31524 230 98 158.202
11 1.22193 2 0.433732 2 57 0.605693 66 21 134.797
12 9.14417 2 0.574357 2 40 0.746935 27 18 133.544
13 1.18961 1.77778 0.281782 3 34 0.760015 45 10 138.275
14 0.689929 2.05263 0.645855 4 23 0.572835 163 51 138.634
15 1.02414 1.9 0.737074 3 16 0.233994 83 33 136.903
16 0.541625 2 2.17763 4 14 0.439517 64 1 139.506
17 1.23701 2.26316 1.68795 2 21 0.0872107 204 0 141.513
18 0.664989 2 0.765805 2 32 0.365268 179 47 146.404
19 0.71484 2 0.674825 2 26 0.443672 65 40 143.435
20 1.28052 1.9 0.707534 2 19 0.367067 75 25 144.233
21 0.886197 2.52632 0.876493 3 19 0.30563 87 43 142.524
22 0.596554 3 2.82971 3 18 0.133316 111 1 147.044
23 0.843193 2 1.8148 2 27 0.0944003 144 26 166.497
24 0.877371 2 0.835118 2 41 0.259733 180 57 167.208
25 0.695123 1.8 0.576463 2 38 0.437311 62 39 166.321
26 1.4115 2 0.531981 2 24 0.552441 57 43 163.968
27 0.79451 2.5 0.949986 3 19 0.491346 105 43 163.625
28 1.05268 1.66667 0.864053 3 20 0.121172 123 29 164.098
29 0.877612 1.9 0.669179 4 20 0.358837 56 39 163.67
30 0.726335 1.3 1.01387 4 14 0.248252 103 10 163.914
31 0.760059 1.3 0.57812 3 16 0.425934 60 22 163.271
32 1.175 1.44444 0.733069 3 10 0.423935 51 9 162.3
33 0.765515 2.4375 3.00717 4 9 0.110056 57 0 162.071
34 1.01124 1.4 2.42882 3 14 0.0859764 99 0 162.029
35 0.907751 1.11111 1.0399 3 21 0.257249 164 0 154.405
36 1.07698 1.5 0.670969 3 25 0.28586 79 31 154.65
37 0.871899 1.90909 0.691025 4 21 0.381874 63 41 154.67
38 0.795159 1.4 1.03158 4 16 0.227621 110 14 154.073
39 0.960645 1.1 0.566741 3 19 0.460576 54 17 153.437
40 0.675228 1.17647 0.897118 3 13 0.473354 63 11 152.456
41 1.00623 1 0.625213 2 13 0.352616 61 11 152.357
42 1.21936 1.77778 0.954474 2 10 0.571515 36 3 151.353
43 0.65383 2.54545 2.11801 3 12 0.149334 75 1 153.164
44 1.25435 2.5 1.45304 2 18 0.0586636 157 0 154.546
45 0.874614 2 1.22818 2 27 0.207737 136 62 156.178
46 1.14458 2 0.976058 2 38 0.431546 98 52 156.271
47 0.649701 2.90909 0.528526 3 46 0.489919 91 112 148.578
48 0.675006 3 0.748159 3 25 0.385623 65 82 143.854
49 0.625043 2.90909 1.14804 3 20 0.315412 103 21 142.011
50 0.616127 2.90909 0.949067 3 26 0.130098 127 66 143.75
51 0.913307 2.36364 1.53345 2 28 0.133067 141 32 144.443
52 1.18968 2 0.982428 2 42 0.491576 95 54 147.637
53 1.08123 3 0.700989 3 52 0.371442 72 129 149.923
54 0.726959 3.72727 0.711351 4 45 0.460098 78 127 148.887
55 0.88607 2.72727 0.917768 4 34 0.422121 87 62 147.158
56 0.753987 2.81818 0.963721 4 35 0.237554 94 66 146.957
57 0.787323 2.90909 0.850551 4 39 0.216962 85 80 147.194
58 0.8176 2.66667 1.30122 4 36 0.272066 119 79 146.907
59 0.96128 2.63636 0.804841 4 54 0.406443 85 130 154.757
60 0.828143 2.36364 0.708054 5 49 0.522353 69 67 157.579
61 0.72069 2.81818 0.881435 5 37 0.293847 78 76 157.285
62 0.817472 2.63636 0.847333 5 36 0.296599 71 77 156.596
63 0.816366 3 0.922198 5 33 0.246057 86 79 156.712
64 0.761653 2.57143 1.52469 5 34 0.292526 124 54 157.026
65 0.715062 2 0.80695 4 51 0.435045 108 91 158.878
66 0.854304 1.8 0.613224 3 43 0.429269 69 34 157.28
67 0.897255 2.8 0.610371 3 28 0.525318 59 74 154.769
68 0.852226 2.27273 1.44898 3 18 0.398089 72 2 153.925
69 0.625447 2.14286 1.24437 3 27 0.180233 154 52 155.817
70 1.01272 1.71429 0.637033 2 38 0.440618 91 46 156.666
71 1.26783 1.72727 0.454954 2 30 0.648637 56 39 149.789
72 0.904906 2.25 1.42175 3 22 0.457099 63 46 152.52
73 0.76534 2.33333 0.780934 3 33 0.37078 143 71 159.64
74 0.666749 1.90909 0.598054 3 28 0.40915 66 46 160.353
75 1.3555 1.8 0.563694 2 18 0.534918 56 34 158.415
76 0.971343 2.36364 0.912778 3 15 0.412567 80 16 157.063
77 0.67505 3 3.42902 3 16 0.123972 90 5 157.641
78 1.54253 2.08333 1.01564 2 24 0.101786 170 75 159.446
79 1.31447 2.90909 0.90867 3 32 0.325719 111 55 161.316
80 0.583969 3.72727 0.79151 4 40 0.269674 143 184 162.813
81 0.562331 3.5 0.70772 3 35 0.317815 80 96 160.468
82 0.955375 2.63636 0.710398 2 27 0.379423 83 64 158.46
83 1.04831 2 0.81171 2 22 0.232833 75 37 148.075
84 1.18276 2 0.758975 2 21 0.304211 66 35 139.937
85 0.394507 2.55556 1.11933 3 20 0.215079 142 30 141.265
86 0.612927 2.6 0.770211 2 25 0.220535 115 58 141.527
87 0.615425 2 0.58599 2 21 0.508682 62 38 140.678
88 0.885648 1.77273 1.44961 2 13 0.12887 122 6 139.107
89 0.711889 1.90909 0.920689 2 20 0.379205 124 18 139.479
90 0.839162 2 0.691399 2 21 0.364714 83 56 140.117
91 1.02594 1.88889 0.688417 2 16 0.386424 68 18 153.083
92 0.978978 2 1.16689 2 13 0.316033 72 4 184.859
93 0.683881 2 2.28343 2 17 0.143803 75 3 184.586
94 0.660417 2 1.6858 2 26 0.0685342 163 0 185.552
95 0.681863 2 0.711436 2 39 0.347005 135 76 185.624
96 0.940361 1.5 0.49572 2 30 0.594789 49 28 185.22
97 0.815751 1.94737 1.36687 2 16 0.303503 78 33 185.145
98 0.859932 1.90909 0.857788 2 24 0.423062 107 38 184.38
99 0.958983 1.88889 0.671788 2 23 0.282126 70 49 183.712
100 0.85842 1.91667 0.769384 2 18 0.392884 67 39 184.732
101 0.850276 1.94737 1.74239 2 15 0.109533 92 12 185.223
102 0.895018 1.9 0.946503 2 23 0.35064 132 24 184.825
103 1.05283 1.77778 0.639557 2 24 0.352757 65 44 173.895
104 1.56726 1.72727 0.776653 2 20 0.580617 39 36 154.707
105 1.03514 2.55 0.826321 3 22 0.226626 83 50 154.984
106 0.628949 3.90909 2.27501 4 21 0.165074 138 15 154.974
107 0.917839 3.1 1.12163 3 32 0.125309 140 160 157.378
108 0.691508 2.81818 0.705232 3 41 0.373797 95 114 158.859
109 1.07576 2.54545 0.807625 3 31 0.369758 79 60 157.747
110 0.891882 3.63158 1.42568 4 30 0.322634 94 84 157.308
111 0.767897 4 0.958865 4 45 0.370294 115 191 160.19
112 0.756471 4 0.832936 4 49 0.366759 102 166 160.88
113 0.904288 3.90909 0.867917 4 44 0.335359 88 130 160.114
114 0.55834 4.63636 0.862285 5 42 0.358662 118 139 159.637
115 0.72594 4.27273 0.890561 3 40 0.211818 119 127 158.455
116 0.551961 2.95238 0.97021 3 39 0.313049 118 140 160.665
117 0.907057 2.09091 0.6086 2 42 0.448795 79 83 160.773
118 1.41883 2 0.64134 2 27 0.560645 55 41 159.299
119 1.40338 2.63636 1.09464 3 25 0.541574 59 29 159.514
120 0.721911 3.6 0.84253 4 34 0.264274 104 135 161.373
121 0.538963 2.9 1.7957 4 31 0.339639 137 19 161.599
122 0.989514 1.90909 0.844659 2 47 0.353453 149 90 162.6
123 1.23296 1.6 0.626909 2 45 0.441827 48 33 161.619
124 0.721854 2.3 0.498119 3 39 0.575211 63 61 160.88
125 0.93994 2.54545 0.842238 3 20 0.333292 71 61 159.335
126 0.767372 2.95238 2.61483 3 19 0.145571 103 15 159.95
127 0.802657 3 2.1732 3 29 0.339866 132 4 159.955
128 0.910668 3 1.44849 3 44 0.30903 186 33 162.955
129 0.967303 3 0.957311 3 56 0.261048 137 150 163.77
130 0.820399 3 0.850871 3 56 0.277795 97 106 163.779
131 0.595942 3 0.833398 3 52 0.332494 75 96 163.018
132 0.82591 2.45 1.05922 2 47 0.430344 107 91 162.503
133 1.7779 2 0.521646 2 56 0.48348 30 26 162.669
134 1.37469 2.8 0.426069 3 44 0.711423 52 56 161.565
135 0.480335 3.72727 1.1672 5 33 0.330146 183 70 162.223
136 0.47732 4.09091 0.883223 3 44 0.142104 141 181 162.793
137 1.55505 2.63636 0.590955 2 43 0.49433 82 69 162.394
138 1.22628 2.47619 0.625201 3 37 0.530312 44 49 161.951
139 0.489325 3.81818 1.20835 4 32 0.40671 137 93 160.891
140 1.33511 2.36364 0.678663 2 44 0.358423 56 112 163.54
141 0.961999 2.90909 0.741278 3 43 0.40097 108 146 164.605
142 0.627755 3 0.801797 3 36 0.404535 91 77 163.321
143 0.599208 3 0.933497 3 31 0.282362 98 78 162.27
144 1.51077 2.63636 0.800381 2 33 0.26193 89 66 161.989
145 1.08697 2.2 0.633533 3 37 0.464517 58 55 162.497
146 0.46526 3.61905 1.32427 4 30 0.221018 148 112 162.518
147 1.69867 2.45455 0.592411 2 45 0.465641 47 102 163.499
148 1.59969 2.54545 0.627364 3 39 0.487164 50 55 162.938
149 0.946718 4.09091 1.11799 5 35 0.380949 171 93 163.637
150 0.246785 5.54545 0.913178 6 44 0.186486 175 223 166.05
151 0.824896 5.6 0.865985 3 45 0.306778 127 164 165.578
152 0.673773 3 1.09919 3 43 0.275662 121 142 166.243
153 0.768557 3 0.689113 3 54 0.459917 83 122 170.037
154 0.737328 3 0.753874 3 40 0.390705 72 84 169.603
155 0.843471 3 0.807916 3 32 0.344405 91 74 168.59
156 0.959351 3 0.893602 3 28 0.183521 94 71 168.604
157 0.80924 3 1.56104 3 29 0.291383 109 71 168.569
158 0.88777 3 1.10627 3 44 0.40404 125 97 169.606
159 0.881766 3 0.763208 3 55 0.348364 86 138 170.345
160 0.95561 3 0.765274 3 46 0.456188 71 94 170.063
161 0.992072 3 0.823432 3 40 0.307026 69 84 169.548
162 0.640979 3.36364 0.921573 4 37 0.288388 94 89 169.372
163 1.05851 3.52381 1.34067 3 38 0.236041 138 114 169.341
164 0.999113 3 0.895739 3 56 0.40717 95 146 163.381
165 1.12624 3 0.763843 3 55 0.345965 78 106 162.739
166 0 -nan 0.740888 0 51 0.384193 49 55 161.143
167 0 -nan 0.840677 0 41 0.824549 5 0 159.129
168 0 -nan 0 0 38 0.763158 0 0 158.149
