#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 2.98732 1 0.977968 1 1 0.706609 4 0 286.805
1 2.24089 1.18182 0.702474 2 2 0.590223 6 0 140.81
2 0.919935 1.44444 15.8537 3 2 0.239253 8 0 141.348
3 0.731916 1.7 20.4104 3 3 0.0584925 16 0 141.657
4 0.77886 2 14.0648 2 5 0.170713 27 0 141.686
5 0.639703 1.4 11.1521 2 8 0.264617 36 0 142.439
6 1.07717 1 5.72333 2 12 0.217937 70 0 143.763
7 0.997782 1.66667 3.19511 2 18 0.103015 158 0 145.945
8 0.999439 2 2.68758 2 27 0.0913261 186 0 148.497
9 0.817446 2 1.26515 2 41 0.270932 296 0 150.851
10 1.03189 2 0.643213 2 57 0.375855 134 118 143.024
11 11.2091 2 0.451941 2 46 0.938088 1 0 135.256
12 1.3057 2.14286 0.538277 3 35 0.53052 105 79 142.44
13 0.580348 1.8 0.950768 5 28 0.246976 143 53 146.859
14 0.612578 1.27273 0.552297 3 30 0.478283 53 29 142.125
15 0.643569 1.11111 0.503023 2 17 0.566858 40 13 136.715
16 1.00363 1 1.44814 2 9 0.136466 60 0 135.618
17 0.813227 1 0.800047 2 14 0.238004 71 3 136.857
18 0.992691 1.38889 1.22485 2 12 0.402823 65 6 133.684
19 0.875349 2 1.09155 2 17 0.41007 84 20 135.021
20 1.26347 1.9 0.818668 2 21 0.253772 95 55 136.413
21 1.09882 2.54545 0.732454 3 23 0.453599 70 58 136.417
22 0.643367 2.66667 1.41026 4 21 0.18249 98 16 147.996
23 0.782328 3 0.773994 3 32 0.281919 103 96 157.442
24 0.818292 1.57143 0.829612 3 27 0.302172 113 45 154.903
25 0.974866 1.2 0.449762 3 25 0.684149 48 16 152.453
26 0.776355 2.1 0.738307 3 14 0.389919 69 35 149.902
27 0.807827 2 1.11238 3 11 0.120455 80 0 149.069
28 0.773973 1.81818 1.61483 3 14 0.0479403 122 8 149.763
