#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 3.23287 1 0.584153 1 1 0.883169 3 0 246.22
1 1.8563 1.27273 4.18006 2 1 0.0164573 4 0 147.21
2 1.17598 1.33333 11.132 3 2 0.0561259 14 0 147.702
3 0.627687 2.47368 27.3921 4 3 0.188392 13 0 148.339
4 0.759116 2.1 19.5459 3 5 0.0529667 26 0 148.364
5 0.812026 1.3 11.4981 3 8 0.30755 37 0 148.984
6 0.885789 1 5.79505 3 12 0.106935 89 0 149.54
7 0.904624 1.85 3.46141 3 18 0.0501361 182 0 151.619
8 0.805316 1.81818 2.81182 3 27 0.295762 159 0 153.048
9 0.705576 2.1 1.53292 3 41 0.247168 278 0 155.138
10 0.852899 2.25 0.813635 2 57 0.18507 226 134 152.305
11 5.14853 2 0.356426 2 51 0.750572 39 16 132.406
12 1.79173 2.27273 0.220138 3 38 0.90804 46 30 137.27
13 0.57774 2 1.06065 5 29 0.373814 159 51 141.519
14 1.09545 1.8 0.734646 3 35 0.216649 110 39 143.17
15 1.10014 1 0.353763 4 31 0.725187 76 12 143.346
16 1.07416 1 0.410803 5 19 0.618556 44 3 140.675
17 0.78909 1 1.02017 6 12 0.514727 41 1 143.396
18 1.07251 1.22222 1.3417 5 14 0.100141 78 5 142.712
19 0.74011 1.54545 0.747416 6 21 0.353751 88 38 144.349
20 1.09223 1.5 0.803823 5 17 0.221777 58 16 142.313
21 0.811808 2.25 1.23777 6 16 0.335521 78 12 140.791
22 0.765705 2.90909 1.35485 6 23 0.144004 113 30 146.845
23 0.774371 2.45455 0.854419 5 35 0.222298 110 86 163.369
24 0.773564 1.55 0.783588 5 33 0.303804 119 39 161.386
25 0.824332 1.33333 0.417736 4 28 0.649076 47 16 157.432
26 0.941153 2 0.660727 4 14 0.444379 66 31 155.339
27 0.916872 1.35 1.21694 4 11 0.117259 78 3 154.357
28 0.978071 1.6 1.12416 4 15 0.155074 100 9 155.925
29 0.911265 1.4 0.61484 5 19 0.388133 70 27 156.372
30 0.87216 1.66667 0.778563 5 13 0.248072 62 14 154.926
31 0.835859 1.10526 0.884092 5 11 0.189005 93 10 154.908
32 0.982019 1.77778 0.79905 5 11 0.43117 58 4 154.493
33 0.798709 1.81818 2.10958 6 10 0.212556 41 9 155.844
34 0.915461 1.05263 1.33872 5 15 0.0494033 123 4 154.516
35 0.776445 1 0.652311 5 23 0.43578 82 11 150.474
36 1.04452 1.45455 0.622652 4 16 0.54293 46 27 147.866
37 0.90581 1.2 1.0752 5 13 0.310747 49 2 147.815
38 0.649758 1.16667 0.946859 5 16 0.199513 90 20 148.189
39 0.861783 1.09091 0.615003 3 17 0.400438 58 12 147.421
40 0.740628 1 0.614587 3 11 0.360116 44 2 146.147
41 0.977737 1.11111 1.23252 3 7 0.373282 59 0 143.424
42 0.928973 2.55556 1.60297 3 10 0.265103 81 2 144.75
43 0.672767 2.18182 1.67573 3 15 0.213908 98 0 146.824
44 1.37997 2.2 0.90982 2 23 0.119755 157 43 149.618
45 0.661364 2.18182 0.642905 3 29 0.431089 68 53 150.823
46 0.803704 2.28571 1.22427 2 20 0.210139 142 41 146.786
47 1.0855 1.90909 0.849012 2 28 0.419244 83 59 142.498
48 1.16 2 0.667373 2 28 0.40023 60 54 141.96
49 0.818222 2.54545 0.759894 3 24 0.368472 86 54 141.385
50 0.55147 3 1.31004 3 20 0.258964 122 5 140.373
51 1.05548 2.81818 0.814023 2 30 0.245506 125 92 143.102
52 1.57542 2 0.789115 2 29 0.275983 72 39 142.18
53 1.7641 2.9 0.587586 3 32 0.5659 50 50 142.705
54 0.866864 3.72727 1.60265 5 28 0.416469 123 49 143.396
55 0.361484 4.81818 1.34819 5 42 0.287215 206 79 148.405
56 0.862841 3.90909 0.818481 3 56 0.267027 133 246 151.637
57 0.868204 3 0.720352 3 50 0.443152 69 97 149.046
58 0.76754 3 1.30017 3 39 0.26927 97 114 144.274
59 0.738477 3 0.738806 3 56 0.472197 91 152 155.442
60 0.6927 3 0.834837 3 45 0.365404 81 91 154.368
61 0.835079 3 0.702256 3 40 0.405503 66 96 153.564
62 1.11246 3 0.994882 3 30 0.326983 82 66 150.115
63 0.705384 3.4 0.833889 4 36 0.286008 85 105 151.462
64 0.396575 4 1.7403 4 32 0.217204 161 86 150.114
65 0.579971 2.09091 0.74974 2 48 0.32786 130 180 154.129
66 1.32562 2 0.557063 2 39 0.648185 46 43 151.039
67 1.03623 2.81818 0.531439 3 32 0.616138 83 71 150.215
68 0.38125 3.66667 1.4711 4 21 0.387015 117 8 148.945
69 0.779891 2.9 0.795966 2 32 0.215306 140 117 150.23
70 0.78444 1.95238 0.732655 2 28 0.40805 85 60 148.47
71 1.3259 2 0.365747 2 22 0.646666 28 32 145.889
72 0.742446 2.54545 1.32315 3 17 0.203375 127 37 154.027
73 0.71167 2.3 0.780095 3 26 0.305509 143 45 159.069
74 0.748162 1.72727 0.678063 3 21 0.337885 61 37 157.319
75 1.17873 1.66667 1.0508 3 15 0.447519 75 14 154.822
76 0.788411 2.2 1.08589 4 19 0.347212 88 41 156.423
77 0.81867 2.18182 1.11081 4 23 0.196359 104 47 157.197
78 0.741671 2.81818 0.782346 4 29 0.342192 87 93 157.994
79 0.781215 2.45455 0.917751 4 24 0.340219 88 38 157.2
80 1.10718 1.7 0.747933 4 25 0.221385 67 38 157.019
81 0.674741 2.14286 1.112 5 23 0.336276 99 61 156.588
82 1.00581 1.6 0.710077 4 29 0.370099 81 56 157.924
83 0.979084 1.81818 0.706863 5 24 0.391229 67 36 141.879
84 0.8993 2 0.81536 6 20 0.323799 69 39 140.446
85 0.791759 1.54545 0.810325 6 18 0.171285 89 3 139.474
86 0.736291 1.4 0.512147 5 16 0.50449 52 18 138.145
87 0.757825 1.8 1.78841 4 8 0.104443 84 0 135.953
88 0.72851 2 1.33672 3 12 0.0751941 149 0 137.102
89 1.1583 1.4 0.698897 2 18 0.279786 87 40 157.233
90 0.859816 1.31579 0.744123 3 16 0.540401 67 30 181.151
91 1.43772 1.81818 1.07915 3 13 0.395978 50 11 179.695
92 0.784867 2.36364 1.25817 4 18 0.274837 83 40 181.926
93 0.881888 1.4 0.793391 4 26 0.275673 103 41 181.455
94 0.851696 1.77778 0.679631 4 23 0.323536 58 22 179.844
95 0.654628 1.7619 0.834729 4 17 0.444161 120 35 180.322
96 0.756496 2 0.933758 3 15 0.300378 76 25 179.962
97 0.745633 2.2 0.984203 3 16 0.187084 96 24 181.258
98 0.771813 1.90909 0.708911 3 18 0.28728 90 34 181.174
99 0.806766 1.84211 1.32863 3 14 0.26857 93 16 180.552
100 0.844292 1.72727 0.746909 3 21 0.423837 90 61 181.093
101 0.922131 1.44444 0.691263 3 17 0.315023 52 22 167.77
102 0.77138 1.9 0.878468 3 13 0.254204 77 17 154.186
103 0.946129 1.6 1.43262 3 13 0.098985 84 21 153.641
104 1.02659 2.1 1.11999 3 20 0.31403 97 23 155.135
105 0.996779 1.5 0.68107 4 25 0.377273 66 51 156.402
106 0.770457 2 0.75308 5 20 0.374316 50 40 156.048
107 0.713907 2.45455 1.83139 4 16 0.0963726 111 36 153.612
108 0.936437 1.9 1.39753 3 24 0.399015 123 0 156.014
109 1.23919 2.22222 0.747558 3 36 0.373606 119 69 158.822
110 0.808969 3.72727 0.740029 4 36 0.336777 75 126 158.288
111 0.799701 3.81818 0.896779 4 29 0.307172 117 90 158.19
112 0.643407 3.38095 1.80349 4 29 0.192183 128 64 158.084
113 0.831681 2.90909 0.951359 3 44 0.361723 148 147 159.191
114 0.577501 3 0.586914 3 47 0.449248 81 115 158.491
115 1.32155 2.3 0.734211 2 29 0.382553 65 54 156.086
116 0.939959 2.27273 0.659145 3 30 0.453532 70 59 155.784
117 0.768623 2.05 1.03544 3 22 0.330849 102 60 154.555
118 0.968443 2.54545 0.986696 3 26 0.400258 80 53 155.264
119 0.876231 2.90909 0.929482 3 29 0.385312 76 82 155.832
120 0.766667 3 1.06802 3 30 0.193435 84 80 156.498
121 0.492993 3 0.772466 3 36 0.298379 103 83 157.081
122 1.13921 2.14286 0.756686 2 30 0.304022 69 56 156.967
123 0.607603 2.3 0.798801 3 28 0.363689 113 97 156.361
124 1.10821 1.90909 0.755255 2 24 0.41957 60 43 155.144
125 0.906305 2.75 1.06891 3 22 0.311761 93 34 155.058
126 0.787083 3 0.993953 3 27 0.254444 96 67 159.26
127 0.7859 2.90909 0.998309 3 31 0.236873 99 76 160.099
128 0.782042 3 1.57588 3 35 0.177663 112 82 160.232
129 0.763972 3 1.03651 3 53 0.46029 114 121 161.286
130 0.6829 3 0.814733 3 56 0.376214 79 128 161.477
131 0.53297 3 0.745807 3 48 0.396192 85 100 161.029
132 1.09722 2.4 0.694659 2 39 0.471821 73 57 159.53
133 1.78961 2 0.94163 2 34 0.523991 42 41 157.545
134 1.61009 1.90909 0.57835 3 43 0.663982 52 47 158.751
135 0.485582 3.54545 1.42538 5 36 0.282784 154 84 159.572
136 0.588888 2.6 0.748005 3 54 0.328654 101 206 161.379
