#second results avg_latency(ms)
0 0 0
1 0 0
2 0 0
3 0 0
4 1 4703.93
5 0 0
6 0 0
7 2 7359.54
8 1 8419.56
9 0 0
10 3 10291.2
11 0 0
12 0 0
13 5 12780.9
14 0 0
15 1 14035.5
16 1 14711.3
17 6 15302.7
18 12 13937.1
19 3 13799.5
20 0 0
21 5 15160.3
22 3 14944.4
23 1 15621
24 1 16893.5
25 10 16569.1
26 40 12603.9
27 14 8050.18
28 0 0
29 0 0
30 22 7341.88
31 0 0
32 1 6803.83
33 3 7552.29
34 0 0
35 2 8862.89
36 8 9027.09
37 28 6892.06
38 0 0
39 3 5478.14
40 2 5751.52
41 12 5126.11
42 4 4501.69
43 5 4727.19
44 0 0
45 4 5976.8
46 0 0
47 10 7084.94
48 15 5199.32
49 2 4332.52
50 0 0
51 0 0
52 19 5060.35
53 5 4319.28
54 3 4196.06
55 1 4468.42
56 2 5657.23
57 1 6073.53
58 1 7276.3
59 0 0
60 10 8009.64
61 2 7843.48
62 1 7960.18
63 33 6115.35
64 3 3270.39
65 8 3324.06
66 1 3607.88
67 4 3870.81
68 2 4394.71
69 7 4677.5
70 0 0
71 10 5152.03
72 0 0
73 12 4335.12
74 1 4335.73
75 0 0
76 15 4815.83
77 8 3564.14
78 3 3223.23
79 8 3303.83
80 7 2941.63
81 0 0
82 3 3594.94
83 0 0
84 1 4820.14
85 3 5398.86
86 6 5712.95
87 0 0
88 19 5894.31
89 8 3801.19
90 9 3166.44
91 1 3439.27
92 1 4097.87
93 3 4047.85
94 1 5445.6
95 7 5316.18
96 13 4314.19
97 0 0
98 2 4539.06
99 12 3948.77
100 4 3672.72
101 7 3375.35
102 8 3397.84
103 4 2913.28
104 5 3037.89
105 2 3198.06
106 6 3488.54
107 1 3586.74
108 1 4856.63
109 1 5811.4
110 1 5879.95
111 0 0
112 13 6474.23
113 9 5868.91
114 6 5352.74
115 1 5253.63
116 2 6163.37
117 4 6623.04
118 16 5923.63
119 1 4908.27
120 0 0
121 12 5351.68
122 3 4934.24
123 5 5141.71
124 2 5662.59
125 7 5969.46
126 3 5597.23
127 5 6262.58
128 6 5613.48
129 0 0
130 10 6347.63
131 5 5980.55
132 5 5320
133 3 5894.14
134 8 5682.28
135 0 0
136 3 6267.55
137 0 0
138 1 7704.16
139 7 8513.79
140 6 8173.08
141 0 0
142 6 9155.69
143 4 8625.04
144 9 9032.6
145 13 7360
146 6 6538.32
147 3 6571.2
148 7 6458.29
149 2 6701.53
150 5 6997.49
151 4 6891.46
152 11 6687.88
153 7 6159.82
154 3 5307.91
155 6 5973.24
156 2 6082.4
157 7 6240.57
158 4 6309.66
159 0 0
160 4 7070.4
161 4 7820.69
162 1 8346.36
163 10 7914.74
164 6 7540.69
165 2 7413.21
166 5 7877.31
167 24 5475.7
168 4 4128.88
169 3 4286.45
170 1 4839.54
171 3 5281.78
172 0 0
173 4 6839.54
174 11 6354
175 3 6004.79
176 14 5631.17
177 11 3866.96
178 5 3354.54
179 4 3520.93
180 1 4298.16
181 1 4821.15
182 3 4904.98
183 3 5477.06
184 0 0
185 19 5678.86
186 4 4151.51
187 2 4875.84
188 12 3943.55
189 5 3343.52
190 2 3288.42
191 2 4180.73
192 0 0
193 6 5206.82
194 4 5090.16
195 7 5055.28
196 6 5045.23
197 1 5450.02
198 8 5652.1
199 1 5562.74
200 3 6371.72
201 9 5985.67
202 3 5448.64
203 16 4731.35
204 1 4474.1
205 2 4801.83
206 2 5629.67
207 11 5210.83
208 7 4683.72
209 7 4461.99
210 2 4415.09
211 2 4576.98
212 8 4777.72
213 2 4458.46
214 1 5152.62
215 11 5127.92
216 14 3527.65
217 2 2889.25
218 1 3571.75
219 1 4415.87
220 4 5034.55
221 5 4914.31
222 13 4600.74
223 1 3753.8
224 5 4486.45
225 11 3578.71
226 4 3498.02
227 7 3523.68
228 2 3683.23
229 6 3747.61
230 2 3781.33
231 3 4479.4
232 2 4807.1
233 1 5219.4
234 6 5684
235 1 6262.16
236 1 6497.99
237 23 5265.82
238 4 3684.78
239 0 0
240 10 4509.45
241 9 3553.2
242 2 3589.49
243 1 4022.53
244 7 4548.29
245 1 4848.81
246 0 0
247 14 4835.39
248 7 3862.7
249 3 4014.83
250 6 3833.59
251 3 3815.66
252 2 4368.32
253 7 4912.33
254 9 3759.26
255 1 3816.03
256 8 4080.18
257 0 0
258 10 4412.99
259 1 4502.16
260 3 4731.93
261 8 5178.03
262 7 4434.56
263 3 4440.12
264 1 4575.25
265 0 0
266 1 6885.43
267 1 7367.23
268 20 6146.53
269 6 4898.24
270 0 0
271 0 0
272 3 6680.55
273 0 0
274 4 8593.31
275 10 7876.57
276 16 6144.65
277 2 5346.41
278 4 6026.55
279 1 5893.68
280 3 7106.81
281 5 7018.81
282 4 7004.5
283 2 7323.48
284 12 7275.89
285 9 6026.28
286 1 6021.55
287 11 6018.82
288 0 0
289 2 6035.4
290 15 6303.68
291 2 5139.96
292 6 5042.59
293 8 4792.28
294 0 0
295 10 5435.65
296 3 4901.58
297 11 4091.22
298 1 3954.34
299 5 4598.26
300 2 5096.78
301 0 0
302 6 6304.17
303 0 0
304 6 7238.18
305 5 6700.32
306 3 7051.55
307 0 0
308 25 6354.97
309 4 4110.6
310 4 4178.43
311 6 4539.94
312 6 4331.63
313 3 4254.28
314 2 5151.54
315 7 4745.23
316 1 4979.84
317 3 5900.62
318 0 0
319 0 0
320 11 7410.91
321 0 0
322 9 7267.24
323 2 7262.13
324 7 7892.05
325 1 7659.48
326 13 7238.17
327 0 0
328 2 7649.26
329 0 0
330 17 8124.27
331 4 6855.06
332 2 7311.35
333 7 7375.66
334 17 5362.42
335 1 5076.77
336 3 5767.5
337 1 6163.98
338 1 6742.97
339 5 7564.99
340 2 7537.77
341 3 7866.71
342 19 7276.24
343 3 5852.8
344 5 6353.59
345 13 5025.52
346 1 4504.04
347 3 5378.88
348 5 5654.26
349 10 5304.53
350 2 4898.91
351 2 5263.12
352 8 5325.13
353 1 5774.27
354 3 6526.6
355 2 7152.84
356 7 6794.19
357 4 6470.1
358 9 6326.28
359 7 5620.39
360 3 5885.54
361 6 5775.83
362 2 5830.93
363 11 6074.84
364 2 5788.24
365 1 6549.08
366 11 6357.37
367 9 4998.62
368 1 4767.49
369 3 5565.53
370 0 0
371 2 7169.74
372 11 6890.65
373 7 6319
374 5 6080.63
375 0 0
376 7 6911.17
377 2 6423.29
378 5 6844.99
379 0 0
380 10 7847.22
381 3 7288.36
382 4 7094.01
383 11 6908.25
384 4 6719.45
385 6 6405.17
386 7 5829.18
387 3 6135.78
388 4 6231.68
389 1 7250.79
390 0 0
391 13 7638.61
392 14 6361.55
393 0 0
394 5 6284.77
395 3 6698.85
396 0 0
397 9 7050.48
398 9 6395.31
399 3 6155.93
400 2 6864.06
401 6 7085.03
