#second results avg_latency(ms)
0 0 0
1 2 1400.9
2 2 2256.4
3 2 3126.02
4 2 3905.08
5 2 4531.17
6 2 5290.15
7 3 6115.67
8 3 6996.74
9 2 7765.58
10 2 8401.36
11 3 9140.41
12 2 9866.89
13 3 10655.7
14 2 11545.6
15 2 12352.3
16 2 13198.3
17 1 13842.7
18 2 14541.3
19 2 15445.9
20 2 16543.1
21 1 17218.7
22 2 17850.4
23 2 18702.5
24 2 19647.5
25 1 20721.9
26 1 21673
27 1 22679.1
28 2 23321.6
29 2 24080.4
30 1 24770.6
31 2 25484.1
32 2 26293.4
33 2 27155.6
34 1 27839.3
35 2 28968.7
36 1 29995.5
37 1 30660
38 1 31467
39 2 32496.3
40 1 33507.5
41 2 34266.8
42 2 35141.5
43 2 35791.2
44 2 36469.1
45 3 37207.3
46 2 38026.3
47 3 38891.4
48 2 39636.3
49 2 40289.7
50 3 41111.8
51 2 41952.7
52 2 42711.4
53 2 43391.5
54 2 44089.4
55 2 44895.6
56 2 45791.7
57 3 46681.9
58 2 47452
59 2 48057.8
60 3 48851.9
61 2 49761.6
62 1 50397.7
63 3 51267.4
64 2 52217.4
65 1 53022.1
66 2 53934.2
67 2 54562.1
68 2 55329.9
69 1 56043.6
70 2 56868.4
71 2 57778.5
72 3 58501.7
73 2 59232.5
74 2 59996.8
75 3 60928.5
76 2 61602.9
77 2 62290.4
78 3 63170.1
79 2 63971.5
80 2 64761.1
81 2 65546.3
82 2 66239.9
83 3 67146
84 2 68060.8
85 2 68791.7
86 2 69607.7
87 1 70244.8
88 2 71084.2
89 1 71996.5
90 3 72829.2
91 2 73774.6
92 1 74327.6
93 2 75078.9
94 1 75951.8
95 2 76802.5
96 2 77689.4
97 3 78436.6
98 2 79450
99 1 80242.3
100 2 80803.4
101 3 81692.8
102 2 82521.5
103 2 83252.1
104 3 84045.9
105 2 84841.1
106 2 85532.1
107 2 86299.1
108 3 87073.4
109 2 87854.8
110 2 88621.6
111 2 89469.7
112 2 90390.6
113 2 91240.2
114 2 91992.6
115 2 92592.4
116 2 93365.5
117 2 94367.6
118 1 95094.4
119 2 95763.8
120 3 96667.2
121 2 97412.4
122 3 98190.7
123 2 98960.3
124 2 99538.1
125 2 100409
126 2 101409
127 2 102108
128 3 102823
129 2 103582
130 3 104449
131 2 105171
132 2 105912
133 2 106730
134 2 107482
135 3 108376
136 2 109178
137 2 109910
138 2 110727
139 2 111403
140 3 112141
141 2 112952
142 2 113683
143 3 114542
144 2 115360
145 2 116004
146 2 116757
147 2 117531
148 2 118330
149 2 119324
150 2 120122
151 1 120772
152 3 121695
153 2 122548
154 2 123269
155 2 123898
156 2 124737
157 1 125682
158 2 126625
159 2 127277
160 2 127993
161 2 128819
162 2 129843
163 1 130884
164 1 131427
165 2 132163
166 2 133116
167 2 133819
168 3 134691
169 1 135544
170 3 136255
171 1 137093
172 2 137768
173 2 138643
174 2 139522
175 3 140387
176 2 141145
177 1 141832
178 2 142568
179 3 143512
180 2 144316
181 2 144984
182 3 145755
183 2 146553
184 3 147356
185 2 148315
186 2 148889
187 3 149696
188 2 150462
189 3 151245
190 2 152056
191 2 152875
192 2 153698
193 2 154480
194 2 155243
195 2 155874
196 3 156644
197 2 157435
198 2 158095
199 3 158862
200 2 159659
201 2 160548
202 2 161259
203 2 161968
204 2 162810
205 2 163516
206 3 164403
207 2 165203
208 2 165892
209 3 166744
210 2 167478
211 2 168295
212 2 169226
213 2 170098
214 2 170689
215 3 171382
216 2 172290
217 2 172966
218 2 173685
219 2 174505
220 2 175269
221 2 175976
222 2 176802
223 2 177565
224 2 178394
225 3 179320
226 2 180170
227 2 180960
228 2 181779
229 2 182505
230 2 183222
231 2 183906
232 3 184734
233 2 185524
234 3 186381
235 2 187161
236 3 187857
237 2 188796
238 1 189425
239 2 190057
240 2 190899
241 2 191664
242 3 192622
243 1 193440
244 2 193994
245 3 195007
246 2 195959
247 2 196768
248 2 197603
249 1 198194
250 2 198925
251 2 199867
252 1 200579
253 2 201439
254 2 202423
255 2 203166
256 2 203828
257 2 204588
258 3 205434
259 2 206286
260 2 207005
261 3 207871
262 2 208674
263 3 209320
264 2 210123
265 2 210950
266 2 211715
267 2 212645
268 1 213368
269 2 213912
270 2 214745
271 2 215666
272 2 216606
273 2 217496
274 2 218275
275 2 218934
276 2 219717
277 2 220463
278 2 221196
279 2 222012
280 2 222884
281 2 223846
282 2 224701
283 2 225489
284 2 226256
285 2 226929
286 3 227712
287 2 228486
288 3 229237
289 1 230149
290 2 230908
291 1 231650
292 2 232635
293 1 233785
294 1 234577
295 1 235228
296 2 235972
297 2 236722
298 3 237571
299 2 238537
300 2 239217
301 1 240029
302 1 240854
303 1 241657
304 2 242622
305 2 243521
306 2 244195
307 2 244880
308 2 245672
309 2 246660
310 2 247642
311 2 248392
312 2 249141
313 2 250010
314 1 250735
315 2 251411
316 3 252275
317 2 253006
318 2 253661
319 2 254573
320 2 255558
321 3 256316
322 2 257030
323 2 257809
324 1 258490
325 2 259241
326 2 260133
327 2 260991
328 2 261742
329 2 262494
330 2 263229
331 3 264160
332 2 264882
333 2 265746
334 1 266670
335 2 267594
336 2 268358
337 2 269115
338 2 269926
339 2 270577
340 3 271377
341 2 272149
342 2 272879
343 2 273565
344 3 274506
345 2 275349
346 2 276005
347 2 276857
348 2 277507
349 2 278443
350 1 279345
351 1 280188
352 2 280955
353 2 281701
354 1 282527
355 2 283597
356 1 284531
357 2 285349
358 1 286304
359 2 286934
360 2 287648
361 3 288409
362 3 289189
363 2 289994
364 2 290852
365 2 291747
366 2 292499
367 2 293133
368 3 293912
369 2 294595
370 3 295367
371 2 296287
372 2 297120
373 2 297921
374 2 298709
375 2 299481
376 2 300196
377 1 300971
378 1 301922
379 1 303249
380 0 0
381 1 304888
382 1 305590
383 2 306394
384 1 307368
385 2 308128
386 2 308900
387 2 309650
388 2 310545
389 2 311420
390 2 312117
391 2 313001
392 2 313821
393 2 314486
394 3 315340
395 2 316234
396 2 316861
397 3 317596
398 2 318425
399 2 319011
400 3 319831
401 2 320641
402 2 321342
403 3 322095
404 2 323004
405 2 323650
406 3 324521
407 2 325290
408 3 326026
409 2 326807
410 2 327581
411 1 328414
412 2 329188
413 2 329961
414 3 330824
415 2 331676
416 2 332259
417 3 333133
418 2 334086
419 1 334743
420 3 335519
421 2 336303
422 2 336959
423 3 337811
424 2 338620
425 2 339316
426 2 340044
427 2 341042
428 2 341805
429 3 342506
430 2 343194
431 2 344067
432 2 344847
433 2 345575
434 2 346302
435 2 347361
436 2 348180
437 2 348973
438 2 349854
439 2 350550
440 2 351167
441 2 352065
442 2 352991
443 3 353643
444 2 354530
445 1 355249
446 2 355915
447 3 356790
448 2 357651
449 2 358370
450 2 359158
451 2 360004
452 1 360692
453 2 361682
454 2 362579
455 2 363360
456 2 364206
457 2 364975
458 2 365694
459 2 366552
460 2 367303
461 2 368249
462 1 368925
463 1 369898
464 1 371009
465 0 0
466 1 372610
467 1 373685
468 2 374274
469 2 375010
470 2 375814
471 3 376699
472 2 377404
473 3 378211
474 2 378935
475 3 379688
476 3 380510
477 2 381240
478 2 382001
479 2 382929
480 1 383638
481 3 384412
482 2 385322
483 2 385965
484 3 386686
485 2 387437
486 2 388024
487 2 388895
488 2 389789
489 3 390599
490 3 391416
491 2 392242
492 1 392905
493 2 393532
494 2 394435
495 3 395329
496 2 396162
497 2 396914
498 2 397669
499 2 398448
500 2 399215
501 2 400030
502 2 400991
503 2 401769
504 2 402427
505 2 403121
506 3 403933
507 2 404739
508 2 405551
509 2 406352
510 1 407174
511 2 408131
512 1 409268
513 1 409786
514 2 410524
515 2 411417
516 2 412301
517 2 412997
518 2 413778
519 2 414640
520 1 415182
521 1 416510
522 0 0
523 0 0
524 1 419283
525 0 0
526 0 0
527 0 0
528 1 422801
529 0 0
530 0 0
531 0 0
532 1 427454
533 0 0
534 2 429078
535 1 429970
536 1 430768
537 2 431464
538 2 432262
539 2 433068
540 2 433880
541 3 434610
542 2 435488
543 2 436149
544 2 436899
545 2 437742
546 2 438518
547 2 439284
548 3 440190
549 2 441005
550 3 441731
551 2 442464
552 2 443150
553 2 444019
554 2 444891
555 2 445610
556 2 446361
557 2 447151
558 3 448019
559 2 448861
560 2 449670
561 1 450410
562 2 451120
563 1 452093
564 1 452909
565 2 453888
566 2 454724
567 2 455473
568 2 456376
569 2 457126
570 3 457826
571 2 458518
572 2 459164
573 3 460137
574 2 461096
575 2 461741
576 3 462416
577 2 463223
578 2 464009
579 2 464679
580 2 465575
581 1 466266
582 2 467092
583 2 468159
584 2 468953
585 2 469663
586 2 470433
587 2 471269
588 2 471841
589 2 472660
590 2 473541
591 3 474487
592 2 475271
593 1 475959
594 2 476678
595 3 477569
596 2 478477
597 2 479218
598 2 480000
599 2 480862
600 2 481644
601 2 482337
602 2 483104
603 3 483818
604 2 484543
605 3 485389
606 1 486173
607 2 486879
608 2 487854
609 2 488684
610 2 489402
611 2 490015
612 2 490880
613 2 491970
614 2 492679
615 2 493393
616 3 494221
617 2 495167
618 1 495790
619 2 496411
620 2 497479
621 2 498328
622 2 499166
623 2 499744
624 2 500456
625 2 501484
626 1 502283
627 3 503044
628 2 503962
629 2 504808
630 2 505594
631 2 506406
632 2 507102
633 3 507852
634 2 508638
635 2 509456
636 2 509981
637 2 510713
638 2 511626
639 2 512524
640 2 513370
641 2 514102
642 3 514898
643 2 515699
644 1 516370
645 2 517158
646 3 518081
647 2 518996
648 3 519738
649 2 520451
650 2 521299
651 2 522062
652 2 522763
653 3 523542
654 2 524470
655 1 525108
656 2 525789
657 3 526797
658 2 527518
659 2 528366
660 2 529247
661 2 530015
662 2 530660
663 2 531442
664 2 532313
665 3 533078
666 2 534001
667 2 534644
668 2 535236
669 3 536100
670 2 536845
671 2 537494
672 2 538277
673 3 539181
674 2 539960
675 3 540665
676 2 541528
677 2 542323
678 2 543148
679 2 543954
680 2 544678
681 2 545374
682 3 546063
683 3 546941
684 2 547734
685 2 548524
686 2 549378
687 2 550059
688 3 550825
689 1 551606
690 3 552419
691 2 553241
692 2 553868
693 2 554602
694 2 555427
695 3 556236
696 3 557041
697 2 557843
698 2 558686
699 2 559565
700 1 560229
701 3 560997
702 1 561828
703 2 562605
704 1 563550
705 2 564517
706 1 565185
707 2 565982
708 3 566864
709 2 567480
710 2 568308
711 2 569264
712 1 569968
713 1 570766
714 1 571555
715 2 572635
716 2 573329
717 3 574154
718 2 575171
719 2 576012
720 1 576635
721 2 577399
722 3 578267
723 2 579143
724 1 580023
725 1 580826
726 1 581728
727 3 582400
728 2 583219
729 2 584076
730 2 584745
731 2 585632
732 2 586390
733 3 587153
734 2 587992
735 2 588824
736 2 589704
737 1 590323
738 2 590898
739 3 591855
740 2 592695
741 2 593391
742 2 594296
743 1 595198
744 2 595778
745 5 596944
