#second results avg_latency(ms)
0 0 0
1 1 1781.14
2 6 2221.88
3 5 2706.81
4 5 3322.26
5 6 3868.59
6 14 3863.76
7 14 3175.69
8 10 3134.44
9 9 3248.11
10 7 3279.66
11 12 3412.37
12 9 3430.42
13 13 3215.35
14 11 2951.34
15 14 2796.62
16 11 2549.38
17 12 2435.44
18 9 2397.79
19 13 2338.08
20 13 1945.7
21 9 1715.37
22 10 1889.64
23 6 2103.11
24 8 2377.11
25 7 2588.04
26 7 3067.52
27 10 3127.56
28 10 3067.73
29 8 3116.58
30 9 3356.02
31 11 3381.92
32 9 3295.38
33 10 3470.08
34 8 3368.23
35 9 3722.62
36 12 3645.47
37 8 3602.16
38 11 3695.31
39 11 3513.07
40 7 3590.89
41 8 3951.39
42 10 4030.14
43 8 4148.6
44 10 4189
45 10 4183.6
46 12 4013.66
47 10 3944.78
48 7 4184.52
49 7 4419.21
50 8 4741.24
51 8 4877.34
52 9 5178.5
53 11 4990.18
54 10 4914.03
55 13 4797.08
56 13 4476.1
57 12 4280.37
58 10 4201.6
59 10 4155.36
60 9 4231.97
61 11 4223.54
62 12 4029.56
63 10 4047.41
64 7 4209.78
65 11 4204.87
66 7 4398.62
67 10 4530.78
68 8 4580.27
69 12 4627.51
70 10 4399.24
71 6 4745.5
72 11 4779.15
73 5 5135.84
74 10 5327.14
75 8 5373.59
76 10 5447.02
77 8 5518.79
78 7 5812.43
79 8 6088.41
80 12 5956.85
81 10 6041.41
82 6 6169.66
83 10 6203.07
84 8 6456.13
85 8 6791.29
86 9 6921.02
87 9 6924.43
88 8 7137.98
89 10 7173.06
90 8 7237.28
91 11 7367.08
92 10 7314.75
93 9 7376.8
94 10 7269.8
95 10 7432.17
96 13 7249.09
97 9 7172.15
98 8 7348.62
99 11 7412.52
100 8 7442.46
101 10 7493.24
102 9 7613.4
103 10 7583.87
104 8 7607.21
105 12 7650.32
106 10 7554.22
107 10 7581.09
108 10 7592.33
109 5 7785.02
110 9 8157.09
111 13 8053.96
112 11 7828.76
113 11 7741.24
114 6 7910.45
115 10 8098.26
116 8 8162.73
117 8 8368.31
118 12 8431.84
119 8 8401.16
120 7 8591.14
121 8 8874.06
122 8 9152.73
123 10 9160.28
124 10 9240.06
125 13 9061.89
126 13 8706.95
127 7 8776.87
128 9 8944.73
129 10 9000.53
130 11 8931.08
131 11 8798.79
132 9 8964.54
133 8 8941.62
134 9 9271.67
135 11 9031.19
