#control_step plq_rho plq_splitting wlq_rho nw_plq nw_wlq wlq_idle wlq_win_tasks wlq_merge_tasks [watts]
0 4.74991 1 0.00023004 1 1 0.999923 2 0 132.114
1 3.67455 1.3 0.8 2 1 0 4 0 95.7324
2 3.18727 1.44444 1.9076e-05 3 1 0.999995 6 0 96.297
3 1.14865 2.05263 59.0999 5 1 0.519513 1 0 97.9336
4 0.616128 3.08333 114.306 6 2 0.215377 5 0 99.0663
5 0.61034 3.36364 97.1867 4 3 0.120608 8 0 98.413
6 0.958653 2.18182 59.819 3 5 0.174136 14 0 99.1861
7 1.04202 2 41.8499 3 8 0.373272 18 0 101.596
8 0.932465 2.5 26.4946 3 12 0.292831 34 0 104.748
9 0.93749 2.54545 18.0015 3 18 0.175939 61 0 109.369
10 0.954225 2.63636 11.8981 3 27 0.150484 112 0 116.452
11 1.08869 2.6 6.03289 3 41 0.299833 190 0 126.833
12 1.06944 2.09091 3.81008 3 56 0.246919 293 0 140.443
13 1.46996 2.18182 4.12234 2 57 0.0616196 264 0 142.641
14 1.3194 2 3.11552 2 57 0.0577609 300 0 142.561
15 1.25576 2 3.241 2 57 0.0916506 224 0 142.332
16 2.8099 1.1 2.51804 1 58 0.0803051 213 0 142.783
17 4.27596 1 1.59001 1 58 0.085097 241 0 142.783
18 5.115 1 0.948879 1 58 0.102538 143 67 142.545
19 4.84671 1 0.541092 1 57 0.511152 12 3 136.167
20 4.57628 1.3 0.622883 2 46 0.656575 53 11 127.275
21 3.66371 1.27273 0.202423 3 42 0.852452 26 0 124.384
22 1.37498 2.27273 0 5 32 0.90625 0 0 116.722
23 0.562707 4 1.38096 8 24 0.299366 141 54 116.551
24 0.915848 3.45455 2.12248 5 36 0.254427 139 86 125.782
25 0.493337 4 3.22662 5 54 0.337937 134 0 140.652
26 3.88065 3.45455 2.15623 2 57 0.110602 243 0 142.877
27 5.14506 1 0.879404 2 57 0.135986 121 170 141.215
28 3.34344 1.81818 0.826644 2 57 0.603978 31 13 135.344
29 2.27841 2 0.882658 2 56 0.615977 13 2 133.609
30 2.34935 2 0.597288 2 57 0.895135 26 10 133.088
31 2.50101 2 0.762605 2 50 0.659491 15 2 129.108
32 4.07037 1.6 0.454219 3 54 0.886885 34 11 130.968
33 1.19418 2 0.771082 5 41 0.715829 49 26 127.312
34 0.586683 3.27273 0.774597 7 40 0.298965 88 114 128.595
35 1.19762 3.2 2.02518 5 34 0.314318 103 32 125.468
36 0.629512 2.90909 2.16725 6 51 0.30786 164 0 139.174
37 3.66156 2.42857 2.09825 3 56 0.119327 250 0 142.777
38 2.36817 2.27273 1.47133 3 56 0.0357721 243 25 142.483
39 1.06904 3 0.82535 3 56 0.204379 117 112 141.115
40 1.06793 3 0.946177 3 55 0.366324 77 53 137.45
41 4.40107 2.5 0.884182 4 55 0.356153 130 62 139.592
42 0.769246 2.52381 0.909019 4 54 0.321007 123 89 138.981
43 0.672532 3.45455 0.895883 4 55 0.159374 137 148 141.545
44 0.68391 4 1.19019 4 55 0.238296 124 129 140.308
45 1.32955 2.72727 1.04524 2 57 0.145792 216 142 142.169
46 1.56641 2 0.792334 2 57 0.313005 79 67 141.342
47 1.50924 2 0.796349 2 56 0.355542 57 49 136.957
48 3.29564 2 0.640128 3 56 0.697317 46 39 134.755
49 1.11302 3 0.649803 3 52 0.548909 21 9 132.587
50 2.14611 2.66667 0.994092 4 44 0.524709 128 84 131.094
51 0.621838 2.9 1.29119 6 53 0.170252 242 79 141.462
52 0.503969 4.45455 0.949032 3 56 0.190389 230 131 142.017
53 1.16602 2.81818 0.797819 2 57 0.241185 85 77 139.198
54 1.08173 2 0.608418 2 56 0.533599 59 54 134.904
55 1.23767 2 0.603286 2 44 0.544991 53 55 128.097
56 1.15087 2.63636 1.17336 3 37 0.443495 96 70 123.49
57 0.448444 3.8 0.809751 4 49 0.312968 115 156 134.862
58 1.20396 3.4 0.830607 2 43 0.359707 84 90 130.609
